0 1 338.480 10.388 0.000
0 2 340.549 24.010 0.000
0 3 322.480 10.807 0.000
0 4 323.737 24.025 0.000
0 5 306.343 10.402 0.000
0 6 307.047 23.886 0.000
0 7 290.495 10.565 0.000
0 8 290.445 23.967 0.000
0 9 274.505 11.161 0.000
0 10 273.831 24.280 0.000
0 11 258.470 10.608 0.000
0 12 257.125 24.413 0.000
0 13 242.452 10.217 0.000
0 14 240.421 24.473 0.000
1 0 198.203 25.533 0.000
1 1 198.390 10.614 0.000
1 2 180.217 25.966 0.000
1 3 180.191 10.661 0.000
1 4 162.749 25.976 0.000
1 5 162.820 10.685 0.000
1 6 144.051 25.891 0.000
1 7 144.295 10.692 0.000
1 8 126.754 25.933 0.000
1 9 126.320 10.721 0.000
1 10 108.070 25.890 0.000
1 11 108.093 10.736 0.000
2 0 64.060 25.696 0.000
2 1 64.014 10.758 0.000
2 2 46.103 25.936 0.000
2 3 46.007 10.795 0.000
2 4 28.251 25.944 0.000
2 5 28.106 10.686 0.000
2 6 10.176 25.735 0.000
2 7 10.350 10.913 0.000
2 8 352.163 25.914 0.000
2 9 352.218 10.727 0.000
2 10 334.182 25.966 0.000
2 11 334.199 10.623 0.000
