 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,52.000,52,52,333.566,143.203,333.738,143.375,4,0,4,corner
2,0.000,35.000,35,35,1051.302,143.203,1051.474,143.375,4,0,4,corner
3,0.000,104.000,104,104,1052.334,782.452,1052.507,782.624,4,0,4,corner
4,0.000,13.000,13,13,335.460,782.452,335.460,782.624,4,0,4,corner
5,1759.955,50.575,8,87,574.705,543.895,574.842,543.423,0,0,0,star
6,1954.413,66.815,32,92,860.766,288.299,860.655,288.139,0,0,0,star
7,2093.176,69.653,38,99,913.262,224.099,913.223,223.865,0,0,0,star
