 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,45.000,45,45,333.911,143.547,334.083,143.719,5,0,4,corner
2,0.000,40.000,40,40,1051.302,142.859,1051.474,143.031,5,0,4,corner
3,0.000,99.000,99,99,1052.507,782.452,1052.507,782.624,5,0,4,corner
4,0.000,13.000,13,13,335.632,782.280,335.804,782.280,5,0,4,corner
5,1822.523,48.588,21,82,563.517,560.075,563.726,559.576,0,0,0,star
6,2107.870,65.602,34,97,840.800,308.781,840.754,308.546,0,0,0,star
7,3184.794,67.974,30,93,903.624,239.589,903.389,239.331,0,0,0,star
