0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	19.946248	14.135349	19.946698	14.126873	426.239157	2334015	0	star
7	6.330360	27.189601	12.229915	27.178422	12.257517	444.557096	2434321	0	star
8	6.330360	27.446361	14.027239	27.439660	13.983924	414.487158	2269663	0	star
9	6.330360	22.378717	21.351674	22.375299	21.333186	330.378331	1809097	0	star
10	6.330360	23.148999	25.486872	23.151747	25.478189	284.466240	1557690	0	star
11	6.330360	34.730255	15.392125	34.723147	15.379985	418.887948	2293761	0	star
12	6.330360	38.892480	13.919129	38.874753	13.890874	406.814719	2227650	0	star
13	6.330360	35.892435	22.703046	35.906841	22.637174	332.762808	1822154	0	star
14	6.330360	36.230278	21.757086	36.186894	21.847691	371.505032	2034300	0	star
15	6.330360	36.473525	18.459739	36.461531	18.436668	353.948803	1938165	0	star
16	6.330360	15.243474	21.243565	15.243142	21.242854	303.863832	1663908	0	star
17	6.330360	16.148893	18.648931	16.159575	18.618754	322.534229	1766144	0	star
18	6.330360	25.946338	21.216537	25.943320	21.194344	322.807430	1767640	0	star
19	6.330360	24.811186	11.756935	24.805185	11.755136	358.635943	1963831	0	star
20	6.330360	33.932946	8.919054	33.937877	8.916144	350.706557	1920411	0	star
21	6.330360	31.162634	9.094732	31.156681	9.103376	347.894018	1905010	0	star
22	6.330360	29.419364	15.459693	29.441784	15.473596	382.717752	2095699	0	star
