0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	14.013726	14.121835	14.105991	14.126739	358.862392	1965071.000000	0	star
7	6.330360	20.959777	12.662354	20.988286	12.682570	426.695343	2336513	0	star
8	6.330360	21.365188	14.365082	21.367737	14.344000	407.799957	2233045	0	star
9	6.330360	28.459890	16.148893	28.454571	16.129878	445.679665	2440468	0	star
10	6.330360	32.730225	14.878603	32.738055	14.872133	443.907332	2430763	0	star
11	6.330360	15.905646	21.500325	15.912093	21.474781	315.007340	1724928.000000	0	star
12	6.330360	16.459708	25.676064	16.463246	25.652359	273.827679	1499435	0	star
13	6.330360	28.365294	9.446089	28.355698	9.448890	368.802978	2019504	0	star
14	6.330360	29.257199	23.270622	29.287364	23.204766	347.114045	1900739	0	star
15	6.330360	29.662611	22.513854	29.616442	22.605592	384.659374	2106331	0	star
16	6.330360	30.230187	19.270562	30.221486	19.239793	375.028330	2053593	0	star
17	6.330360	18.905691	11.783962	18.914766	11.804883	331.304034	1814166	0	star
18	6.330360	19.500295	21.216537	19.497113	21.195933	310.729818	1701505	0	star
19	6.330360	20.284091	28.013937	20.297051	28.015518	247.563919	1355619	0	star
20	6.330360	36.054600	25.351735	36.073456	25.333629	281.250475	1540081	0	star
21	6.330360	40.014119	26.108503	40.013422	26.103747	275.029870	1506018	0	star
22	6.330360	40.811428	18.054327	40.683042	18.030300	299.744825	1641353	0	star
23	6.330360	24.013877	8.810944	24.023981	8.829634	339.225750	1857544	0	star
