0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	28.942800	7.845696	28.937038	7.842809	403.836908	2222230	0	star
7	6.299349	27.918276	19.519876	27.911388	19.506323	387.547719	2132594	0	star
8	6.299349	24.615535	26.138840	24.612912	26.111125	281.393764	1548451	0	star
9	6.299349	23.954986	17.821324	23.942954	17.812683	405.924394	2233717	0	star
10	6.299349	14.869077	14.316373	14.873704	14.320180	342.397719	1884143	0	star
