0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	15.934043	21.730691	15.945309	21.702063	351.815486	1935967	0	star
7	6.299349	14.114165	18.090935	14.130575	18.105656	363.745978	2001618	0	star
8	6.299349	28.174407	16.527188	28.173706	16.509688	447.024086	2459880	0	star
9	6.299349	33.795808	21.258871	33.789124	21.240218	362.315613	1993747	0	star
10	6.299349	30.317819	15.664431	30.321506	15.644187	427.877800	2354522	0	star
