0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	18.892178	23.730089	18.863127	23.716068	386.462752	2116206	0	star
7	6.330360	27.797718	13.689396	27.792815	13.683467	456.845086	2501608	0	star
8	6.330360	34.703228	11.297468	34.708925	11.320869	409.714004	2243526	0	star
9	6.330360	35.149180	12.865059	35.141989	12.836166	397.662872	2177536	0	star
10	6.330360	30.649112	20.703016	30.647547	20.685481	354.751603	1942561	0	star
11	6.330360	31.716696	24.932810	31.727329	24.905017	316.552310	1733388	0	star
12	6.330360	23.392246	21.175996	23.395495	21.154800	341.799787	1871639	0	star
13	6.330360	24.135500	18.500280	24.148277	18.474938	363.835881	1992305	0	star
14	6.330360	18.594876	15.878619	18.585849	15.870277	355.747250	1948013	0	star
15	6.330360	16.284030	14.297514	16.276906	14.291827	342.574828	1875883	0	star
16	6.330360	13.716424	14.770494	13.869966	14.742714	292.711377	1602839	0	star
17	6.330360	13.635341	13.202902	13.529850	13.057306	397.098027	2174443	0	star
18	6.330360	22.392231	7.716333	22.407574	7.733210	333.063766	1823802	0	star
19	6.330360	32.500492	10.581241	32.487586	10.584213	345.425718	1891494.000000	0	star
