0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	36.748055	28.228330	36.751416	28.233222	301.787416	1660673	0	star
7	6.299349	23.874103	13.237927	23.891567	13.245230	439.479913	2418366	0	star
8	6.299349	22.040744	9.908225	22.046650	9.907486	399.516191	2198454	0	star
9	6.299349	22.647370	25.087355	22.655683	25.054426	312.800919	1721278	0	star
10	6.299349	18.239222	23.294438	18.249080	23.288365	323.813513	1781878	0	star
