0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	17.268620	20.355672	17.276621	20.332472	389.196155	2141665	0	star
7	6.299349	15.260014	16.877683	15.284324	16.887506	392.955339	2162351	0	star
8	6.299349	29.468543	15.030844	29.464289	15.022472	455.111982	2504386	0	star
9	6.299349	31.490629	14.073723	31.492839	14.068714	429.504975	2363476	0	star
10	6.299349	34.847293	19.843410	34.845322	19.825983	378.846861	2084715	0	star
