0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	18.027300	23.743602	18.012944	23.734929	392.991438	2151956	0	star
7	6.330360	27.081491	13.770479	27.078108	13.761161	453.403054	2482760	0	star
8	6.330360	34.095110	11.446119	34.089292	11.462493	427.873428	2342964.000000	0	star
9	6.330360	34.405926	12.932628	34.398057	12.887893	407.888346	2233529	0	star
10	6.330360	29.838289	20.892208	29.833376	20.867987	357.841543	1959481	0	star
11	6.330360	30.973442	24.838214	30.977613	24.822086	318.727686	1745300	0	star
12	6.330360	22.784128	21.162482	22.777580	21.159267	348.554191	1908625	0	star
13	6.330360	23.284136	18.500280	23.297428	18.475139	368.232106	2016378	0	star
14	6.330360	17.905676	15.905646	17.897369	15.882574	349.333616	1912893	0	star
15	6.330360	15.527262	14.405623	15.523467	14.412872	339.534744	1859236	0	star
16	6.330360	23.797657	8.594725	23.799995	8.599750	347.728746	1904105	0	star
17	6.330360	22.000333	7.621737	21.986864	7.657483	323.761987	1772867	0	star
18	6.330360	31.689669	10.838002	31.677809	10.856420	363.520860	1990580	0	star
19	6.330360	35.149180	26.635538	35.151737	26.633616	277.870898	1521575	0	star
20	6.330360	33.446452	20.351659	33.446392	20.345332	342.777720	1876994	0	star
