0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.590213	5.477949	41.588525	5.476261	0.010396	57	0.013505	corner
2	0	13.567984	5.604558	13.565732	5.611311	0.008207	45	0.013505	corner
3	0	13.707535	30.305131	13.714287	30.311883	0.008025	44	0.054020	corner
4	0	41.534505	30.197091	41.534505	30.203843	0.006931	38	0.054020	corner
5	0	0	0	27.600762	17.900825	0	0	0	center
6	6.322157	31.088418	8.292046	31.090615	8.291090	420.374757	2304889	0	star
7	6.322157	24.241403	24.052334	24.238788	24.018496	340.128920	1864906	0	star
8	6.322157	21.526906	16.678626	21.529221	16.676520	404.879052	2219927	0	star
9	6.322157	31.331508	12.667653	31.325243	12.668336	408.673915	2240734	0	star
10	6.322157	40.285296	17.569953	40.279416	17.570530	348.639320	1911568	0	star
11	6.322157	30.804814	20.581559	30.804386	20.559378	378.542810	2075527	0	star
12	6.322157	22.742353	15.166070	22.742016	15.149358	393.654961	2158386	0	star
13	6.322157	22.296689	11.465711	22.297542	11.480159	389.575215	2136017	0	star
