0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.384110	5.438772	41.390852	5.441019	0.003818	21	0.458475	corner
2	0	13.400280	5.918036	13.396909	5.912979	0.004000	22	0.458475	corner
3	0	13.805940	30.582979	13.801446	30.589721	0.012728	70	0.458475	corner
4	0	41.651553	30.142482	41.647059	30.144730	0.008910	49	0.458475	corner
5	0	0	0	27.559066	18.022112	0	0	0	center
6	6.303070	33.252921	23.152987	33.264566	23.121516	393.143814	2162111	0	star
7	6.303070	33.050653	19.593063	33.063297	19.595149	408.220706	2245027	0	star
8	6.303070	14.401508	28.007428	14.473543	27.972048	251.514389	1383214	0	star
9	6.303070	22.047253	28.317573	22.059379	28.304942	275.037438	1512580	0	star
10	6.303070	26.402765	14.913922	26.404076	14.920531	385.857026	2122037	0	star
11	6.303070	28.277119	16.869183	28.292909	16.891037	378.620060	2082237	0	star
12	6.303070	21.062880	9.749336	21.065887	9.732911	352.058213	1936159	0	star
13	6.303070	38.660229	20.388652	38.657918	20.375556	342.969274	1886174	0	star
14	6.303070	37.271320	24.204782	37.263715	24.208935	318.595609	1752130	0	star
15	6.303070	28.883924	27.481530	28.898452	27.449675	292.857467	1610582	0	star
16	6.303070	39.698540	28.223181	39.684565	28.199187	274.726867	1510872	0	star
