0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.590213	5.477949	41.588525	5.476261	0.010396	57	0.013505	corner
2	0	13.567984	5.604558	13.565732	5.611311	0.008207	45	0.013505	corner
3	0	13.707535	30.305131	13.714287	30.311883	0.008025	44	0.054020	corner
4	0	41.534505	30.197091	41.534505	30.203843	0.006931	38	0.054020	corner
5	0	0	0	27.600762	17.900825	0	0	0	center
6	6.322157	38.502641	23.106987	38.503310	23.062192	369.786739	2027518	0	star
7	6.322157	23.390591	8.886264	23.384553	8.878663	399.723058	2191657	0	star
8	6.322157	15.706269	24.106354	15.716376	24.079822	299.341486	1641271	0	star
9	6.322157	23.269046	13.342901	23.272266	13.326980	368.481417	2020361	0	star
10	6.322157	29.602873	16.935220	29.610446	16.944018	377.275059	2068576	0	star
11	6.322157	37.516779	19.636212	37.507520	19.637230	371.300525	2035818	0	star
12	6.322157	32.222835	18.528805	32.225253	18.520752	368.222979	2018944	0	star
