0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	38.217438	26.664583	38.228227	26.643905	316.059992	1739212	0	star
7	6.299349	25.545695	11.566336	25.547190	11.560855	423.697013	2331516	0	star
8	6.299349	23.617972	8.317516	23.623533	8.307275	395.026833	2173750	0	star
9	6.299349	24.170676	23.698855	24.175154	23.659598	343.023402	1887586	0	star
10	6.299349	20.005177	21.595885	20.010926	21.592860	350.028029	1926131	0	star
11	6.299349	16.095810	14.235490	16.109962	14.240621	350.492703	1928688	0	star
