0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.871863	5.159492	40.877491	5.166245	0.014594	80	0.621300	corner
2	0	12.869465	5.315942	12.864963	5.314817	0.004196	23	0.621300	corner
3	0	40.969785	29.833657	40.972037	29.829156	0.014047	77	0.621300	corner
4	0	13.058556	29.986733	13.054054	29.991234	0.016783	92	0.621300	corner
5	0	13.058556	29.986733	26.942136	17.575363	0.016783	92	0.621300	center
6	6.323620	27.728891	22.447841	27.723148	22.445368	426.795486	2339552.000000	0	star
7	6.323620	32.105005	18.976665	32.094731	18.957242	403.919246	2214152	0	star
8	6.323620	35.562675	21.786021	35.565431	21.773020	386.406517	2118153	0	star
9	6.323620	27.742398	14.681590	27.746724	14.689522	429.576208	2354795	0	star
10	6.323620	25.486809	26.027070	25.505886	26.038585	330.691197	1812740	0	star
11	6.323620	20.746019	18.058221	20.752388	18.048655	392.334090	2150646	0	star
12	6.323620	14.992240	24.730443	15.011681	24.704813	336.263768	1843287	0	star
13	6.323620	16.667049	24.487326	16.656299	24.461338	336.559846	1844910	0	star
14	6.323620	20.570434	9.224955	20.571853	9.211706	363.701393	1993691	0	star
