0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	18.481872	19.034576	18.495567	19.019136	411.889368	2266541	0	star
7	6.299349	16.648513	15.799237	16.651846	15.786390	397.621335	2188027	0	star
8	6.299349	30.722236	13.588422	30.718239	13.592838	433.460968	2385245	0	star
9	6.299349	36.020103	18.697561	36.021688	18.674592	378.635150	2083550	0	star
10	6.299349	38.473568	25.518733	38.466331	25.512515	291.798485	1605706	0	star
