0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	17.405669	14.175890	17.422803	14.171193	418.912602	2293896	0	star
7	6.330360	24.608480	12.392079	24.611698	12.419451	439.433128	2406263	0	star
8	6.330360	24.932810	14.121835	24.930260	14.091131	414.439494	2269402	0	star
9	6.330360	36.432984	14.365082	36.417244	14.343663	417.748761	2287523	0	star
10	6.330360	32.176162	15.797536	32.164471	15.783325	428.891173	2348537	0	star
11	6.330360	19.540836	21.459784	19.544032	21.435396	343.011657	1878275	0	star
12	6.330360	20.284091	25.743633	20.297673	25.700437	283.494151	1552367	0	star
13	6.330360	31.689669	9.040677	31.679836	9.047169	362.600635	1985541	0	star
14	6.330360	23.148999	21.257078	23.150208	21.235543	345.519768	1892009	0	star
15	6.330360	33.730240	18.797582	33.735067	18.783372	368.639350	2018608.000000	0	star
16	6.330360	27.419334	8.567697	27.434586	8.583568	348.717271	1909518	0	star
17	6.330360	22.419258	11.797476	22.418989	11.799159	356.673502	1953085	0	star
18	6.330360	33.135636	22.986834	33.154923	22.910535	347.286622	1901684	0	star
19	6.330360	33.459966	22.135470	33.428427	22.204998	391.670726	2144724	0	star
20	6.330360	26.784189	15.743481	26.804486	15.757660	390.257243	2136984	0	star
