0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	13.608314	14.162376	13.773265	14.146935	297.865660	1631063	0	star
7	6.330360	20.365173	12.594785	20.378181	12.616704	423.623482	2319692	0	star
8	6.330360	20.635447	14.324541	20.633357	14.293780	401.641992	2199325	0	star
9	6.330360	27.716636	16.202948	27.710765	16.188737	437.142335	2393719	0	star
10	6.330360	31.919402	14.946172	31.935029	14.934268	440.147905	2410177	0	star
11	6.330360	40.635750	18.040813	40.537120	18.042118	330.278437	1808550	0	star
12	6.330360	27.567985	9.608253	27.561547	9.609206	364.714834	1997118	0	star
13	6.330360	29.392337	19.311103	29.388265	19.290348	380.743076	2084886	0	star
14	6.330360	39.162755	26.432832	39.162393	26.399585	278.300605	1523928	0	star
15	6.330360	15.581317	25.567954	15.599288	25.552607	285.546076	1563603	0	star
16	6.330360	15.081309	21.446270	15.087160	21.404053	317.792669	1740180	0	star
17	6.330360	18.608390	21.527353	18.609417	21.493108	316.723425	1734325	0	star
18	6.330360	28.459890	23.446301	28.497395	23.386172	343.182590	1879211	0	star
19	6.330360	28.905843	22.594936	28.863295	22.678662	382.448935	2094227	0	star
20	6.330360	32.554547	12.446134	32.549415	12.442875	375.901987	2058377	0	star
21	6.330360	22.648991	16.027269	22.672572	16.038085	374.556987	2051012	0	star
22	6.330360	18.013786	11.756935	18.030175	11.759510	340.757754	1865933	0	star
23	6.330360	23.365218	8.932568	23.381054	8.948214	334.335719	1830767.000000	0	star
24	6.330360	35.595133	25.176057	35.595514	25.175333	288.510190	1579834	0	star
25	6.330360	19.689487	28.095020	19.683101	28.089095	240.992865	1319637	0	star
