0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.871863	5.159492	40.877491	5.166245	0.014594	80	0.621300	corner
2	0	12.869465	5.315942	12.864963	5.314817	0.004196	23	0.621300	corner
3	0	40.969785	29.833657	40.972037	29.829156	0.014047	77	0.621300	corner
4	0	13.058556	29.986733	13.054054	29.991234	0.016783	92	0.621300	corner
5	0	13.058556	29.986733	26.942136	17.575363	0.016783	92	0.621300	center
6	6.323620	22.515374	19.989654	22.518240	19.999932	448.258836	2457207	0	star
7	6.323620	27.053565	16.626530	27.049397	16.643008	424.298802	2325866	0	star
8	6.323620	30.605781	19.733030	30.592759	19.729376	429.971708	2356963	0	star
9	6.323620	20.556928	23.528363	20.547738	23.515787	350.236335	1919880	0	star
10	6.323620	23.123167	12.236910	23.126754	12.231475	399.471149	2189769	0	star
