0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.590213	5.477949	41.588525	5.476261	0.010396	57	0.013505	corner
2	0	13.567984	5.604558	13.565732	5.611311	0.008207	45	0.013505	corner
3	0	13.707535	30.305131	13.714287	30.311883	0.008025	44	0.054020	corner
4	0	41.534505	30.197091	41.534505	30.203843	0.006931	38	0.054020	corner
5	0	0	0	27.600762	17.900825	0	0	0	center
6	6.322157	40.163751	22.836888	40.165856	22.808805	368.707938	2021603	0	star
7	6.322157	24.835622	8.683689	24.854863	8.675517	392.724986	2153287	0	star
8	6.322157	39.150879	19.433638	39.150715	19.432808	372.282298	2041201	0	star
9	6.322157	17.637478	23.890275	17.640527	23.893912	314.737062	1725684	0	star
10	6.322157	14.909476	16.705636	14.934749	16.696798	345.817840	1896098	0	star
11	6.322157	24.889642	13.126821	24.893331	13.132654	376.247872	2062944	0	star
12	6.322157	31.574597	16.908210	31.570627	16.894551	373.721125	2049090	0	star
13	6.322157	33.586836	18.312726	33.613323	18.330071	357.699790	1961246	0	star
14	6.322157	16.422032	15.260605	16.415819	15.258532	335.999747	1842266	0	star
