0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.871863	5.159492	40.877491	5.166245	0.014594	80	0.621300	corner
2	0	12.869465	5.315942	12.864963	5.314817	0.004196	23	0.621300	corner
3	0	40.969785	29.833657	40.972037	29.829156	0.014047	77	0.621300	corner
4	0	13.058556	29.986733	13.054054	29.991234	0.016783	92	0.621300	corner
5	0	13.058556	29.986733	26.942136	17.575363	0.016783	92	0.621300	center
6	6.323620	24.716937	21.110695	24.723064	21.108093	434.539295	2382001	0	star
7	6.323620	29.120063	17.653025	29.122161	17.639480	430.080982	2357562	0	star
8	6.323620	32.429161	20.556928	32.452361	20.571950	400.661480	2196294	0	star
9	6.323620	25.378756	13.466003	25.371045	13.483937	412.217447	2259640	0	star
10	6.323620	27.999022	21.380826	28.009102	21.362001	378.315917	2073803	0	star
11	6.323620	27.188631	19.233289	27.169520	19.217321	399.312621	2188900	0	star
