0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	19.540836	14.148863	19.545265	14.143106	438.310011	2400113	0	star
7	6.330360	26.730134	12.338024	26.736484	12.353909	444.299601	2432911	0	star
8	6.330360	27.081491	14.000212	27.079202	13.971834	426.484416	2335358	0	star
9	6.330360	22.000333	21.338161	21.993917	21.307809	329.513988	1804364	0	star
10	6.330360	34.216734	15.500234	34.222920	15.473796	423.259154	2317697	0	star
11	6.330360	38.500582	13.973184	38.494411	13.964715	417.634623	2286898	0	star
12	6.330360	35.568106	22.527368	35.585437	22.478668	342.146218	1873536	0	star
13	6.330360	14.797521	21.230051	14.798455	21.218039	300.906110	1647712	0	star
14	6.330360	15.662399	18.500280	15.678006	18.473824	321.349570	1759657.000000	0	star
15	6.330360	22.757101	25.527413	22.763698	25.516080	284.535819	1558071	0	star
16	6.330360	24.608480	11.716393	24.608355	11.712941	363.609066	1991063	0	star
17	6.330360	33.486993	8.824458	33.483015	8.817939	352.460080	1930013	0	star
18	6.330360	36.108654	18.486766	36.101563	18.443757	356.705826	1953262	0	star
19	6.330360	25.622009	21.094914	25.624403	21.071727	333.403806	1825664	0	star
20	6.330360	29.081521	15.446180	29.100690	15.449544	386.073771	2114076	0	star
