0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	27.379053	9.503807	27.385140	9.497864	420.413951	2313450	0	star
7	6.299349	39.605937	24.292001	39.550213	24.281354	296.338908	1630691	0	star
8	6.299349	25.761384	21.595885	25.771189	21.560997	362.919125	1997068	0	star
9	6.299349	22.135108	28.214849	22.156129	28.206966	265.691368	1462044	0	star
10	6.299349	18.077455	24.507690	18.093515	24.470754	294.142204	1618603	0	star
