0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.590213	5.477949	41.588525	5.476261	0.010396	57	0.013505	corner
2	0	13.567984	5.604558	13.565732	5.611311	0.008207	45	0.013505	corner
3	0	13.707535	30.305131	13.714287	30.311883	0.008025	44	0.054020	corner
4	0	41.534505	30.197091	41.534505	30.203843	0.006931	38	0.054020	corner
5	0	0	0	27.600762	17.900825	0	0	0	center
6	6.322157	34.410638	7.859887	34.405185	7.870095	468.510258	2568813	0	star
7	6.322157	24.970671	16.422032	24.976355	16.410228	494.295701	2710193	0	star
8	6.322157	27.617644	23.620175	27.626980	23.595563	395.103637	2166329	0	star
9	6.322157	34.451153	12.262504	34.451254	12.264986	456.862307	2504948.000000	0	star
10	6.322157	26.145603	15.017516	26.146869	15.018187	482.611456	2646129	0	star
11	6.322157	34.559193	20.230430	34.550704	20.219564	425.637628	2333745	0	star
12	6.322157	25.456850	11.263137	25.457724	11.273614	477.325239	2617145	0	star
