0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.590213	5.477949	41.588525	5.476261	0.010396	57	0.013505	corner
2	0	13.567984	5.604558	13.565732	5.611311	0.008207	45	0.013505	corner
3	0	13.707535	30.305131	13.714287	30.311883	0.008025	44	0.054020	corner
4	0	41.534505	30.197091	41.534505	30.203843	0.006931	38	0.054020	corner
5	0	0	0	27.600762	17.900825	0	0	0	center
6	6.322157	36.801016	23.147502	36.796352	23.139390	372.307102	2041337	0	star
7	6.322157	21.526906	8.683689	21.555869	8.709136	395.809280	2170198	0	star
8	6.322157	35.747630	19.946826	35.753394	19.939737	377.438110	2069470	0	star
9	6.322157	21.540411	13.315891	21.552156	13.313762	362.068980	1985202	0	star
10	6.322157	20.487025	21.580926	20.500890	21.549096	336.758465	1846426	0	star
11	6.322157	27.968772	17.340369	27.969933	17.315189	376.004755	2061611	0	star
12	6.322157	30.372655	18.515300	30.383968	18.525004	359.612450	1971733.000000	0	star
13	6.322157	40.784980	23.674195	40.705325	23.657208	282.976174	1551541	0	star
