0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.871863	5.159492	40.877491	5.166245	0.014594	80	0.621300	corner
2	0	12.869465	5.315942	12.864963	5.314817	0.004196	23	0.621300	corner
3	0	40.969785	29.833657	40.972037	29.829156	0.014047	77	0.621300	corner
4	0	13.058556	29.986733	13.054054	29.991234	0.016783	92	0.621300	corner
5	0	13.058556	29.986733	26.942136	17.575363	0.016783	92	0.621300	center
6	6.323620	28.431231	22.690958	28.425635	22.693691	416.202912	2281487	0	star
7	6.323620	36.373066	21.948100	36.377985	21.939443	385.529959	2113348	0	star
8	6.323620	32.712798	19.246795	32.704564	19.250027	410.477102	2250100	0	star
9	6.323620	28.660841	14.830162	28.653336	14.832855	426.769217	2339408	0	star
10	6.323620	16.153801	25.203172	16.152719	25.162711	332.329566	1821721	0	star
11	6.323620	26.526811	26.094602	26.522209	26.090925	325.072106	1781938	0	star
