0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	16.419167	14.148863	16.423735	14.152948	410.372899	2247134	0	star
7	6.330360	23.459814	12.540730	23.483442	12.552876	441.877687	2419649	0	star
8	6.330360	23.838198	14.108322	23.838694	14.072718	414.411735	2269250	0	star
9	6.330360	31.041010	15.919160	31.025430	15.910868	440.882405	2414199	0	star
10	6.330360	35.230263	14.500219	35.236701	14.490867	423.153600	2317119	0	star
11	6.330360	30.649112	9.135273	30.642771	9.149987	357.327831	1956668	0	star
12	6.330360	18.446225	21.594921	18.443197	21.545490	319.389138	1748922.000000	0	star
13	6.330360	19.121911	25.581468	19.143258	25.575605	291.435955	1595855	0	star
14	6.330360	32.122108	23.189540	32.130897	23.118635	336.224563	1841110	0	star
15	6.330360	32.432923	22.351690	32.394740	22.433571	375.103022	2054002	0	star
16	6.330360	32.905903	18.919205	32.895648	18.903069	380.314831	2082541	0	star
17	6.330360	39.054645	24.905782	39.061669	24.884129	290.701637	1591834	0	star
18	6.330360	29.189631	14.635357	29.191316	14.641827	384.894589	2107619	0	star
19	6.330360	22.216552	21.365188	22.210976	21.324243	317.264895	1737290	0	star
