0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	13.783992	14.094808	13.918750	14.107894	321.663677	1761377	0	star
7	6.330360	20.689502	12.635326	20.700784	12.656777	411.921156	2255612	0	star
8	6.330360	21.000318	14.324541	20.998608	14.299470	401.640531	2199317	0	star
9	6.330360	28.122047	16.189434	28.106207	16.170607	442.761388	2424488	0	star
10	6.330360	32.392382	15.054282	32.390716	15.027882	442.026523	2420464	0	star
11	6.330360	40.797915	18.189464	40.664419	18.172201	310.988774	1702923	0	star
12	6.330360	29.797748	19.324617	29.791744	19.306064	384.593631	2105971	0	star
13	6.330360	15.527262	21.581408	15.530110	21.550485	324.616104	1777544	0	star
14	6.330360	16.108352	25.500386	16.121579	25.498367	280.879938	1538052	0	star
15	6.330360	28.000424	9.527171	27.986143	9.523056	364.522717	1996066	0	star
16	6.330360	19.135425	21.392216	19.131894	21.385121	322.365671	1765221	0	star
17	6.330360	28.932870	23.432787	28.952911	23.361177	349.159761	1911941	0	star
18	6.330360	29.311254	22.594936	29.271786	22.676613	392.793842	2150874	0	star
19	6.330360	36.122168	25.284166	36.117644	25.270248	287.343062	1573443	0	star
20	6.330360	39.460056	26.338236	39.470599	26.321218	282.297438	1545814	0	star
21	6.330360	23.689548	9.013650	23.699625	9.019836	346.997168	1900099	0	star
22	6.330360	18.648931	11.905586	18.653308	11.898667	328.268150	1797542	0	star
23	6.330360	22.892238	16.094838	22.913096	16.099190	375.623856	2056854	0	star
24	6.330360	32.919417	12.365052	32.915262	12.360207	363.263365	1989170	0	star
