0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.590213	5.477949	41.588525	5.476261	0.010396	57	0.013505	corner
2	0	13.567984	5.604558	13.565732	5.611311	0.008207	45	0.013505	corner
3	0	13.707535	30.305131	13.714287	30.311883	0.008025	44	0.054020	corner
4	0	41.534505	30.197091	41.534505	30.203843	0.006931	38	0.054020	corner
5	0	0	0	27.600762	17.900825	0	0	0	center
6	6.322157	29.359783	8.292046	29.373712	8.295155	404.136567	2215856	0	star
7	6.322157	22.458749	23.998314	22.460061	23.986462	337.889063	1852625	0	star
8	6.322157	19.784767	16.638111	19.790379	16.632071	381.334014	2090831	0	star
9	6.322157	29.656892	12.775692	29.649470	12.760991	385.980245	2116306	0	star
10	6.322157	36.571432	16.300487	36.546418	16.293109	360.500478	1976602	0	star
11	6.322157	21.121758	15.287615	21.116004	15.275469	372.018936	2039757	0	star
