0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	27.972199	19.236784	27.977398	19.226176	387.234060	2130868	0	star
7	6.299349	29.266334	7.333434	29.260696	7.345576	407.585006	2242855	0	star
8	6.299349	24.062831	25.909670	24.072538	25.891600	280.052990	1541073	0	star
9	6.299349	23.766258	17.659557	23.772364	17.645004	402.547926	2215137	0	star
10	6.299349	19.978216	22.162070	19.995822	22.157400	330.067067	1816290	0	star
