0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	20.311118	14.175890	20.309575	14.165134	437.391612	2395084	0	star
7	6.330360	27.351765	12.256942	27.374162	12.273594	438.955210	2403646	0	star
8	6.330360	27.730149	13.756965	27.725736	13.734489	428.188266	2344688	0	star
9	6.330360	22.703046	21.270592	22.702750	21.255265	343.260569	1879638	0	star
10	6.330360	23.378732	25.311194	23.403123	25.323401	294.288853	1611477	0	star
11	6.330360	35.095126	15.405638	35.084709	15.365476	416.291814	2279545	0	star
12	6.330360	39.230323	13.824533	39.218276	13.822163	406.147241	2223995	0	star
13	6.330360	36.365415	22.459799	36.369156	22.392503	345.474843	1891763	0	star
14	6.330360	36.608662	21.635462	36.578125	21.728231	382.596310	2095034.000000	0	star
15	6.330360	15.567803	21.203023	15.573459	21.199366	313.081241	1714381	0	star
16	6.330360	16.324571	18.594876	16.346065	18.582735	321.659477	1761354	0	star
17	6.330360	34.514036	8.608238	34.492549	8.616444	339.968650	1861612	0	star
18	6.330360	29.959913	15.473207	29.964185	15.461236	386.617249	2117052	0	star
19	6.330360	26.067962	21.121941	26.071518	21.089399	337.334166	1847186	0	star
20	6.330360	27.689608	27.581498	27.687964	27.589014	266.012979	1456643	0	star
21	6.330360	25.257139	11.635311	25.253312	11.636692	359.811471	1970268	0	star
22	6.330360	29.973426	8.324450	29.984150	8.331644	335.581921	1837591	0	star
23	6.330360	36.703258	18.189464	36.712236	18.176021	355.648818	1947474	0	star
