0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	40.253005	5.274276	40.259745	5.277646	0.003635	20	0.026961	corner
2	0	12.253424	5.662264	12.247105	5.668583	0.004180	23	0.026961	corner
3	0	12.616698	30.352643	12.611080	30.351520	0.007269	40	0.026961	corner
4	0	40.506888	29.962832	40.502395	29.960584	0.008541	47	0.026961	corner
5	0	0	0	26.405081	17.814583	0	0	0	center
6	6.299349	14.505102	23.348360	14.505686	23.318194	297.286791	1635907	0	star
7	6.299349	13.184005	19.924294	13.317594	19.912208	267.445750	1471698	0	star
8	6.299349	26.637621	18.050493	26.638833	18.031823	428.805148	2359625	0	star
9	6.299349	32.056814	22.970904	32.051910	22.937541	325.630227	1791875	0	star
10	6.299349	28.551863	17.012489	28.564286	16.997085	426.056361	2344499	0	star
