0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	14.608329	23.716575	14.610839	23.717490	370.116750	2026698	0	star
7	6.330360	23.878740	14.081294	23.873344	14.054753	456.054887	2497281	0	star
8	6.330360	30.932900	11.756935	30.933935	11.795126	437.017423	2393035	0	star
9	6.330360	31.216688	13.392094	31.216235	13.366758	428.557890	2346712	0	star
10	6.330360	26.473373	21.243565	26.470809	21.201072	354.778448	1942708	0	star
11	6.330360	27.311224	25.230111	27.337852	25.202314	306.737367	1679643	0	star
12	6.330360	38.662747	14.824549	38.643749	14.811407	401.948977	2201006	0	star
13	6.330360	19.257048	21.230051	19.258253	21.213147	333.614002	1826815	0	star
14	6.330360	20.081385	18.730013	20.097250	18.691999	347.279317	1901644.000000	0	star
15	6.330360	40.122229	21.878709	40.109000	21.824152	341.751757	1871376	0	star
16	6.330360	14.635357	15.729968	14.631427	15.730632	331.302756	1814159	0	star
17	6.330360	28.527459	11.202872	28.520873	11.218716	364.616766	1996581	0	star
18	6.330360	37.743814	8.081203	37.741472	8.092224	328.828795	1800612.000000	0	star
19	6.330360	20.986804	8.770403	20.979699	8.784831	333.262823	1824892	0	star
20	6.330360	18.689472	7.581196	18.693528	7.586462	312.688424	1712230	0	star
21	6.330360	30.000454	20.567879	30.003807	20.547139	349.573579	1914207.000000	0	star
22	6.330360	33.338342	14.973199	33.347685	14.980654	375.372022	2055475	0	star
