0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	18.459739	23.757116	18.444963	23.734914	388.544079	2127603	0	star
7	6.330360	27.378793	13.770479	27.384583	13.752941	456.080637	2497422	0	star
8	6.330360	34.338357	11.256927	34.344455	11.279275	424.598676	2325032	0	star
9	6.330360	34.743769	12.946142	34.739924	12.923924	408.089594	2234631	0	star
10	6.330360	30.162618	20.878694	30.162085	20.845033	360.778264	1975562	0	star
11	6.330360	31.311285	24.946323	31.323297	24.918823	312.593644	1711711	0	star
12	6.330360	23.108458	21.216537	23.112753	21.198383	346.453872	1897124	0	star
13	6.330360	23.770630	18.446225	23.777639	18.442596	373.381641	2044576	0	star
14	6.330360	18.270547	15.797536	18.257972	15.787813	360.733157	1975315	0	star
15	6.330360	15.932673	14.229945	15.926142	14.230252	345.546978	1892158	0	star
16	6.330360	32.257245	10.838002	32.249607	10.851431	367.439167	2012036	0	star
