0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	18.621903	12.594785	18.628396	12.613896	407.443117	2231091	0	star
7	6.330360	18.811095	14.446164	18.816912	14.422137	386.601361	2116965	0	star
8	6.330360	25.946338	16.243489	25.940739	16.235575	430.851605	2359272	0	star
9	6.330360	30.270728	15.189419	30.261577	15.175641	440.756214	2413508	0	star
10	6.330360	38.892480	18.378656	38.911446	18.392490	376.525636	2061792	0	star
11	6.330360	25.784174	9.729877	25.786869	9.736357	370.322198	2027823	0	star
12	6.330360	37.216779	26.743648	37.217707	26.728162	274.324772	1502157	0	star
13	6.330360	33.730240	25.473358	33.726800	25.456396	294.051812	1610179	0	star
14	6.330360	26.581483	23.540897	26.605716	23.495317	341.857130	1871953	0	star
15	6.330360	27.000408	22.784128	26.955849	22.858786	376.461719	2061442	0	star
16	6.330360	27.405820	19.351644	27.412622	19.327482	373.871977	2047261	0	star
17	6.330360	16.905661	21.405729	16.899230	21.402755	300.436044	1645138	0	star
18	6.330360	13.756965	21.621949	13.925210	21.595335	239.701555	1312566	0	star
19	6.330360	13.865075	25.432817	14.016923	25.410141	238.143802	1304036	0	star
20	6.330360	30.811277	12.756950	30.814698	12.744456	375.021391	2053555	0	star
21	6.330360	21.662490	8.932568	21.677156	8.951682	333.655640	1827043	0	star
22	6.330360	24.500371	15.108337	24.512651	15.131041	382.986204	2097169	0	star
23	6.330360	31.851833	18.324602	31.842897	18.321563	353.863519	1937698	0	star
24	6.330360	39.297892	25.554441	39.307140	25.527073	277.641162	1520317	0	star
