0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	19.230021	23.716575	19.214909	23.702432	390.744109	2139650	0	star
7	6.330360	28.067992	13.648855	28.078290	13.639301	457.683315	2506198	0	star
8	6.330360	35.027557	11.135304	35.033199	11.159716	415.107702	2273061	0	star
9	6.330360	35.432968	12.743436	35.435426	12.714429	404.898847	2217159	0	star
10	6.330360	30.932900	20.648961	30.929822	20.629568	361.231711	1978045	0	star
11	6.330360	32.041025	24.824700	32.054496	24.804182	315.514112	1727703	0	star
12	6.330360	23.770630	21.040859	23.783189	21.037155	351.028517	1922174	0	star
13	6.330360	24.432802	18.324602	24.457687	18.320370	368.960762	2020368	0	star
14	6.330360	18.919205	15.635372	18.911165	15.625027	351.217164	1923207	0	star
15	6.330360	16.473222	14.270486	16.481630	14.266424	347.003012	1900131	0	star
16	6.330360	13.905616	14.919145	14.013224	14.874063	309.680480	1695759	0	star
17	6.330360	13.905616	13.446149	13.903044	13.435193	363.442333	1990150	0	star
18	6.330360	32.703197	10.756919	32.691999	10.764598	351.477947	1924635	0	star
19	6.330360	24.892268	8.770403	24.888872	8.778763	354.144390	1939236	0	star
20	6.330360	22.865211	7.675792	22.861557	7.688641	334.732736	1832941	0	star
21	6.330360	16.838093	9.716363	16.847195	9.707850	329.770752	1805770	0	star
22	6.330360	34.703228	20.243549	34.697896	20.221546	341.544118	1870239	0	star
