0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.590213	5.477949	41.588525	5.476261	0.010396	57	0.013505	corner
2	0	13.567984	5.604558	13.565732	5.611311	0.008207	45	0.013505	corner
3	0	13.707535	30.305131	13.714287	30.311883	0.008025	44	0.054020	corner
4	0	41.534505	30.197091	41.534505	30.203843	0.006931	38	0.054020	corner
5	0	0	0	27.600762	17.900825	0	0	0	center
6	6.322157	27.928258	16.151932	27.926249	16.148915	518.439870	2842574	0	star
7	6.322157	30.885844	23.390591	30.883825	23.375719	449.396420	2464013	0	star
8	6.322157	37.125135	7.522263	37.122151	7.526328	488.715117	2679595.000000	0	star
9	6.322157	17.151299	16.516566	17.156273	16.514618	475.539153	2607352	0	star
10	6.322157	29.103189	14.639377	29.104716	14.631132	506.385750	2776482	0	star
