0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.590213	5.477949	41.588525	5.476261	0.010396	57	0.013505	corner
2	0	13.567984	5.604558	13.565732	5.611311	0.008207	45	0.013505	corner
3	0	13.707535	30.305131	13.714287	30.311883	0.008025	44	0.054020	corner
4	0	41.534505	30.197091	41.534505	30.203843	0.006931	38	0.054020	corner
5	0	0	0	27.600762	17.900825	0	0	0	center
6	6.322157	37.179155	23.174512	37.187328	23.146485	364.002614	1995804	0	star
7	6.322157	22.026590	8.967294	22.039159	8.951315	400.445116	2195616	0	star
8	6.322157	36.125768	19.771262	36.136026	19.781207	373.609141	2048476	0	star
9	6.322157	28.387426	17.097280	28.362490	17.107217	415.398776	2277606	0	star
10	6.322157	22.013085	12.951257	22.016997	12.953980	373.946734	2050327	0	star
11	6.322157	14.639377	23.903779	14.678053	23.907519	274.175966	1503290	0	star
12	6.322157	21.324332	21.540411	21.324357	21.496346	327.376817	1794987	0	star
13	6.322157	30.993884	18.893439	30.986397	18.883446	370.086396	2029161	0	star
14	6.322157	41.014564	23.039462	40.889503	23.044222	258.809389	1419036	0	star
