0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	13.743451	23.676034	13.878748	23.646937	283.771369	1553885	0	star
7	6.330360	22.784128	14.067780	22.784181	14.062276	453.768660	2484762	0	star
8	6.330360	29.811262	12.027209	29.824498	12.046438	449.632304	2462112	0	star
9	6.330360	30.135591	13.554259	30.141869	13.525765	430.335519	2356446	0	star
10	6.330360	37.432999	14.986713	37.439866	14.972906	414.408266	2269231	0	star
11	6.330360	25.230111	21.338161	25.238923	21.310544	343.542535	1881182	0	star
12	6.330360	26.135531	25.378762	26.154420	25.373184	298.014678	1631879	0	star
13	6.330360	18.162437	21.324647	18.166353	21.320798	325.492317	1782342	0	star
14	6.330360	18.905691	18.851637	18.924063	18.820121	331.492316	1815197	0	star
15	6.330360	38.933021	21.851682	38.950855	21.819008	351.565787	1925116	0	star
16	6.330360	30.446407	27.162573	30.446096	27.167431	266.012431	1456640	0	star
17	6.330360	29.027466	21.121941	29.024808	21.087631	336.580673	1843060	0	star
18	6.330360	36.676231	8.581211	36.664457	8.565457	339.201461	1857411	0	star
19	6.330360	27.473389	11.405578	27.465216	11.414767	370.774732	2030301	0	star
20	6.330360	19.824624	9.108246	19.830716	9.095088	329.366248	1803555	0	star
21	6.330360	17.689457	7.729847	17.702258	7.756223	306.683677	1679349	0	star
22	6.330360	41.054675	13.216416	40.982331	13.064936	336.488267	1842554	0	star
