0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	14.959686	23.784144	14.958810	23.749231	375.706766	2057308	0	star
7	6.330360	24.230096	14.013726	24.222873	14.003350	456.990270	2502403	0	star
8	6.330360	31.149120	11.783962	31.163161	11.805491	434.267522	2377977	0	star
9	6.330360	31.649127	13.513718	31.637626	13.487823	416.592225	2281190	0	star
10	6.330360	26.838244	21.297619	26.833357	21.272814	354.944085	1943615	0	star
11	6.330360	27.716636	25.162543	27.738852	25.150045	306.403171	1677813	0	star
12	6.330360	38.797884	14.784007	38.803205	14.766572	401.110201	2196413	0	star
13	6.330360	40.378989	21.905737	40.344314	21.847934	331.485194	1815158	0	star
14	6.330360	20.324632	18.648931	20.339995	18.642492	356.369439	1951420	0	star
15	6.330360	19.770569	21.284106	19.755393	21.288685	336.025142	1840018.000000	0	star
16	6.330360	30.311269	20.824639	30.303894	20.807154	341.546492	1870252	0	star
17	6.330360	15.121850	15.824564	15.121414	15.805353	327.775257	1794843	0	star
18	6.330360	29.189631	11.324496	29.186097	11.332937	371.346882	2033434	0	star
19	6.330360	21.203023	9.067705	21.204451	9.060175	338.133313	1851562	0	star
20	6.330360	38.014089	8.000121	37.999042	8.010100	332.513713	1820790	0	star
