0	Area	X	Y	XM	YM	IntDen	RawIntDen	Slice	Label
1	0	41.376471	5.687586	41.372248	5.682518	0.003835	21	0.040541	corner
2	0	13.379425	6.041899	13.385338	6.047389	0.005296	29	0.040541	corner
3	0	13.696153	30.735262	13.696153	30.736951	0.009131	50	0.040541	corner
4	0	41.676306	30.531992	41.683063	30.534246	0.008583	47	0.040541	corner
5	0	0	0	27.534200	18.250276	0	0	0	center
6	6.330360	19.338130	12.594785	19.341267	12.625199	414.644577	2270525	0	star
7	6.330360	19.473268	14.270486	19.481630	14.235001	401.572231	2198943	0	star
8	6.330360	26.635538	16.284030	26.634584	16.278607	439.284840	2405451	0	star
9	6.330360	31.000469	15.067796	30.993503	15.054672	448.585888	2456382	0	star
10	6.330360	39.770872	18.270547	39.772936	18.263731	378.586875	2073079	0	star
11	6.330360	28.176102	19.365158	28.180714	19.350871	376.142681	2059695	0	star
12	6.330360	26.554456	9.716363	26.557061	9.707731	355.772087	1948149	0	star
13	6.330360	31.622100	12.486675	31.615703	12.492498	379.228056	2076590	0	star
14	6.330360	22.270607	8.932568	22.280612	8.942542	330.024412	1807159	0	star
15	6.330360	14.175890	21.338161	14.259459	21.315606	285.875523	1565407	0	star
16	6.330360	14.486706	25.513900	14.523034	25.528880	274.825883	1504901.000000	0	star
17	6.330360	27.392306	23.378732	27.423666	23.324136	345.018474	1889264	0	star
18	6.330360	27.865286	22.743587	27.806307	22.823351	376.647627	2062460	0	star
19	6.330360	34.203220	25.608496	34.227101	25.595781	288.996509	1582497	0	star
20	6.330360	37.838410	26.405805	37.852093	26.414480	288.096190	1577567	0	star
21	6.330360	17.635402	21.189510	17.636649	21.172648	309.468275	1694597.000000	0	star
