 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,17.000,17,17,333.996,135.945,334.169,136.117,37,0,3,corner
2,0.000,12.000,12,12,1052.365,138.015,1052.537,138.188,37,0,3,corner
3,0.000,4.000,4,4,1052.365,779.095,1052.537,779.268,37,0,3,corner
4,0.000,9.000,9,9,333.306,774.955,333.479,775.127,37,0,3,corner
5,2379.591,29.386,0,111,505.653,678.344,507.459,675.942,0,0,0,star
6,1494.566,35.817,1,120,708.535,398.518,708.437,398.207,0,0,0,star
7,1618.855,22.288,0,91,893.648,468.044,893.087,467.493,0,0,0,star
