 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,16.000,16,16,333.536,135.715,333.479,135.772,2,0,4,corner
2,0.000,20.000,20,20,1052.595,138.015,1052.537,138.188,2,0,4,corner
3,0.000,67.000,67,67,1051.675,780.475,1051.847,780.648,2,0,4,corner
4,0.000,44.000,44,44,332.386,776.335,332.444,776.507,2,0,4,corner
5,1458.613,56.767,18,91,753.217,507.895,753.129,507.500,0,0,0,star
6,1977.675,45.296,13,92,876.223,705.602,875.753,704.702,0,0,0,star
7,2290.541,51.328,16,90,1003.369,270.337,1003.104,270.290,0,0,0,star
