 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,15.000,15,15,333.651,135.945,333.824,136.117,16,0,4,corner
2,0.000,18.000,18,18,1052.020,136.980,1052.192,137.152,16,0,4,corner
3,0.000,56.000,56,56,1052.020,780.820,1052.192,780.993,16,0,4,corner
4,0.000,32.000,32,32,332.271,776.335,332.444,776.507,16,0,4,corner
5,1557.306,42.068,15,68,731.652,519.109,731.643,518.750,0,0,0,star
6,2056.725,34.185,8,79,857.936,715.953,857.418,714.934,0,0,0,star
7,2244.468,38.715,10,68,979.044,280.343,978.695,280.260,0,0,0,star
