 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,2.000,2,2,333.306,135.945,333.479,136.117,36,0,4,corner
2,0.000,4.000,4,4,1055.815,139.395,1055.988,139.568,36,0,4,corner
3,0.000,12.000,12,12,1052.365,781.855,1052.537,782.028,36,0,4,corner
4,0.000,2.000,2,2,332.616,775.645,332.789,775.817,36,0,4,corner
5,2365.305,30.398,1,139,515.486,669.028,516.952,667.409,0,0,0,star
6,1494.804,35.487,2,101,719.749,393.515,719.566,393.162,0,0,0,star
7,1610.998,23.766,1,86,904.344,462.868,903.874,462.375,0,0,0,star
