 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,13.000,13,13,333.306,136.290,333.479,136.462,3,0,4,corner
2,0.000,9.000,9,9,1052.595,138.015,1052.537,138.188,3,0,4,corner
3,0.000,55.000,55,55,1051.330,780.475,1051.502,780.648,3,0,4,corner
4,0.000,40.000,40,40,332.156,776.335,332.099,776.507,3,0,4,corner
5,1483.732,55.159,20,91,742.348,513.589,742.333,513.203,0,0,0,star
6,1880.053,44.308,11,94,866.735,709.742,866.279,708.855,0,0,0,star
7,2048.034,50.284,15,80,988.360,275.168,988.085,275.040,0,0,0,star
