 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,59.000,59,59,333.881,135.600,333.824,135.772,27,0,4,corner
2,0.000,31.000,31,31,1052.710,138.015,1052.882,138.188,27,0,4,corner
3,0.000,90.000,90,90,1051.905,780.705,1051.847,780.648,27,0,4,corner
4,0.000,74.000,74,74,332.616,775.645,332.789,775.817,27,0,4,corner
5,1803.384,176.423,10,255,617.962,591.049,618.522,590.357,0,0,0,star
6,1764.693,157.147,0,255,761.671,772.367,761.552,771.582,0,0,0,star
7,1530.996,177.765,33,255,843.617,332.271,843.435,332.178,0,0,0,star
8,1830.409,130.345,0,255,1023.899,414.218,1023.573,414.192,0,0,0,star
