0 1 338.4439 0.0092 10.2554 0.0102 0.0000 0.0000 2.2930 0.0000 4.7400 0.0000  1000
0 2 340.5404 0.0271 23.8786 0.0169 0.0000 0.0000 2.2900 0.0000 4.7400 0.0000  1000
0 3 322.5318 0.0098 10.6522 0.0114 0.0000 0.0000 2.3100 0.0000 4.7400 0.0000  1000
0 4 323.7536 0.0120 23.8667 0.0111 0.0000 0.0000 2.2990 0.0000 4.7400 0.0000  1000
0 5 306.3740 0.0165 10.2186 0.0182 0.0000 0.0000 2.2990 0.0000 4.7400 0.0000  1000
0 6 307.0827 0.0138 23.7068 0.0093 0.0000 0.0000 2.3160 0.0000 4.7800 0.0000  1000
0 7 290.5522 0.0082 10.3858 0.0105 0.0000 0.0000 2.3190 0.0000 4.7800 0.0000  1000
0 8 290.5170 0.0089 23.8032 0.0104 0.0000 0.0000 2.3010 0.0000 4.7400 0.0000  1000
0 9 274.5330 0.0031 10.9092 0.0046 0.0000 0.0000 2.3030 0.0000 4.7400 0.0000  1000
0 10 273.9338 0.0056 24.1086 0.0062 0.0000 0.0000 2.2960 0.0000 4.7400 0.0000  1000
0 11 258.5755 0.0079 10.4580 0.0090 0.0000 0.0000 2.3010 0.0000 4.7400 0.0000  1000
0 12 257.2358 0.0058 24.2676 0.0071 0.0000 0.0000 2.2970 0.0000 4.7400 0.0000  1000
0 13 242.5329 0.0083 10.1006 0.0104 0.0000 0.0000 2.2990 0.0000 4.7400 0.0000  1000
0 14 240.5343 0.0125 24.3465 0.0111 0.0000 0.0000 2.3000 0.0000 4.7400 0.0000  1000
0 15 334.1728 0.0070 50.8345 0.0062 0.0000 0.0000 2.2780 0.0000 4.7400 0.0000  1000
0 16 327.4002 0.0120 37.0205 0.0082 0.0000 0.0000 2.2770 0.0000 4.7400 0.0000  1000
0 17 312.3019 0.0087 49.9861 0.0083 0.0000 0.0000 2.3080 0.0000 4.7800 0.0000  1000
0 18 308.9389 0.0059 36.8994 0.0068 0.0000 0.0000 2.2880 0.0000 4.7400 0.0000  1000
0 19 290.5044 0.0089 36.8008 0.0079 0.0000 0.0000 2.2860 0.0000 4.7400 0.0000  1000
0 20 290.6786 0.0079 50.8689 0.0061 0.0000 0.0000 2.2840 0.0000 4.7400 0.0000  1000
0 21 272.1706 0.0083 36.9279 0.0083 0.0000 0.0000 2.2810 0.0000 4.7400 0.0000  1000
0 22 268.8605 0.0095 50.8693 0.0064 0.0000 0.0000 2.2830 0.0000 4.7400 0.0000  1000
0 23 253.6730 0.0173 36.9028 0.0079 0.0000 0.0000 2.2810 0.0000 4.7400 0.0000  1000
0 24 247.0286 0.0144 50.8853 0.0092 0.0000 0.0000 2.2850 0.0000 4.7400 0.0000  1000
1 0 198.0211 0.0101 25.4037 0.0065 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
1 1 198.2344 0.0049 10.5016 0.0077 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
1 2 180.0329 0.0098 25.8093 0.0073 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
1 3 180.0285 0.0245 10.5204 0.0249 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
1 4 162.5989 0.0092 25.8012 0.0061 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
1 5 162.8150 0.0062 10.6999 0.0071 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
1 6 143.9218 0.0110 25.7004 0.0068 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
1 7 144.1866 0.0206 10.5232 0.0194 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
1 8 126.6581 0.0082 25.7443 0.0074 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
1 9 126.2051 0.0082 10.5404 0.0092 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
1 10 107.9935 0.0113 25.7328 0.0055 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
1 11 107.9995 0.0033 10.5758 0.0046 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
2 0 64.1544 0.0086 25.5518 0.0070 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
2 1 64.1131 0.0062 10.5770 0.0043 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
2 2 46.2187 0.0099 25.7491 0.0071 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
2 3 46.1110 0.0099 10.5998 0.0105 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
2 4 28.3849 0.0148 25.7533 0.0110 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
2 5 28.2540 0.0076 10.4757 0.0076 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
2 6 10.3773 0.0050 25.5742 0.0059 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
2 7 10.5008 0.0108 10.7388 0.0135 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
2 8 352.3542 0.0114 25.7615 0.0141 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
2 9 352.3161 0.0182 10.5615 0.0114 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
2 10 334.4008 0.0179 25.8660 0.0211 0.0000 0.0000 3.0000 0.0000 6.1650 0.0000  1000
2 11 334.3892 0.0256 10.4526 0.0173 0.0000 0.0000 3.0000 0.0000 6.0670 0.0000  1000
