 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,39.000,39,39,333.738,143.719,333.738,143.719,25,0,4,corner
2,0.000,35.000,35,35,1051.416,142.744,1051.474,142.687,25,0,4,corner
3,0.000,167.000,167,167,1052.851,782.796,1052.851,782.969,25,0,4,corner
4,0.000,3.000,3,3,335.460,782.280,335.460,782.280,25,0,4,corner
5,1810.910,43.610,9,73,593.638,618.251,593.712,617.804,0,0,0,star
6,1759.955,51.053,22,78,642.003,555.083,642.155,554.527,0,0,0,star
7,2067.106,55.006,16,87,863.004,461.278,862.787,460.974,0,0,0,star
8,1251.355,57.447,30,83,600.350,442.345,600.465,442.189,0,0,0,star
9,1822.523,67.340,36,94,527.028,271.259,527.146,271.152,0,0,0,star
