0 1 338.4531 0.0099 10.2588 0.0098 0.0000 0.0000 2.2930 0.0000 4.7226 0.0053  1000
0 2 340.5320 0.0326 23.8834 0.0181 0.0000 0.0000 2.2900 0.0000 4.7477 0.0129  1000
0 3 322.5118 0.0116 10.6517 0.0102 0.0000 0.0000 2.3100 0.0000 4.7545 0.0062  1000
0 4 323.7548 0.0113 23.8646 0.0117 0.0000 0.0000 2.2990 0.0000 4.7484 0.0058  1000
0 5 306.3746 0.0178 10.2221 0.0351 0.0000 0.0000 2.2990 0.0000 4.7425 0.0178  1000
0 6 307.0762 0.0160 23.7063 0.0096 0.0000 0.0000 2.3160 0.0000 4.7865 0.0068  1000
0 7 290.5484 0.0071 10.3812 0.0101 0.0000 0.0000 2.3190 0.0000 4.7869 0.0064  1000
0 8 290.5098 0.0076 23.7903 0.0087 0.0000 0.0000 2.3010 0.0000 4.7584 0.0050  1000
0 9 274.5342 0.0034 10.9121 0.0046 0.0000 0.0000 2.3030 0.0000 4.7309 0.0024  1000
0 10 273.9336 0.0056 24.1098 0.0065 0.0000 0.0000 2.2960 0.0000 4.7370 0.0028  1000
0 11 258.5730 0.0085 10.4542 0.0089 0.0000 0.0000 2.3010 0.0000 4.7335 0.0049  1000
0 12 257.2329 0.0062 24.2586 0.0062 0.0000 0.0000 2.2970 0.0000 4.7240 0.0039  1000
0 13 242.5291 0.0095 10.0933 0.0110 0.0000 0.0000 2.2990 0.0000 4.7265 0.0061  1000
0 14 240.5363 0.0141 24.3476 0.0114 0.0000 0.0000 2.3000 0.0000 4.7443 0.0070  1000
0 15 334.1808 0.0073 50.8211 0.0049 0.0000 0.0000 2.2780 0.0000 4.7555 0.0025  1000
0 16 327.4021 0.0104 37.0162 0.0082 0.0000 0.0000 2.2770 0.0000 4.7578 0.0049  1000
0 17 312.3134 0.0104 49.9835 0.0061 0.0000 0.0000 2.3080 0.0000 4.8062 0.0028  1000
0 18 308.9414 0.0059 36.8959 0.0055 0.0000 0.0000 2.2880 0.0000 4.7561 0.0027  1000
0 19 290.5065 0.0077 36.8090 0.0073 0.0000 0.0000 2.2860 0.0000 4.7615 0.0036  1000
0 20 290.6817 0.0076 50.8803 0.0050 0.0000 0.0000 2.2840 0.0000 4.7572 0.0028  1000
0 21 272.1726 0.0083 36.9188 0.0090 0.0000 0.0000 2.2810 0.0000 4.7579 0.0037  1000
0 22 268.8581 0.0099 50.8724 0.0068 0.0000 0.0000 2.2830 0.0000 4.7464 0.0043  1000
0 23 253.6725 0.0168 36.9179 0.0095 0.0000 0.0000 2.2810 0.0000 4.7600 0.0079  1000
0 24 247.0231 0.0136 50.8932 0.0089 0.0000 0.0000 2.2850 0.0000 4.7568 0.0036  1000
1 0 198.0023 0.0132 25.4108 0.0107 0.0000 0.0000 3.0000 0.0000 6.1779 0.0077  1000
1 1 198.2360 0.0042 10.4967 0.0067 0.0000 0.0000 3.0000 0.0000 6.0537 0.0025  1000
1 2 180.0361 0.0077 25.8187 0.0082 0.0000 0.0000 3.0000 0.0000 6.1860 0.0049  1000
1 3 180.0509 0.0277 10.5353 0.0197 0.0000 0.0000 3.0000 0.0000 6.0958 0.0165  1000
1 4 162.5969 0.0093 25.7975 0.0064 0.0000 0.0000 3.0000 0.0000 6.0725 0.0033  1083
1 5 162.8152 0.0062 10.7010 0.0079 0.0000 0.0000 3.0000 0.0000 6.0684 0.0034  1000
1 6 143.9321 0.0098 25.7032 0.0068 0.0000 0.0000 3.0000 0.0000 6.1922 0.0049  1000
1 7 144.1923 0.0270 10.5170 0.0197 0.0000 0.0000 3.0000 0.0000 6.0740 0.0126  1000
1 8 126.6540 0.0044 25.7544 0.0071 0.0000 0.0000 3.0000 0.0000 6.1957 0.0040  1000
1 9 126.2065 0.0085 10.5398 0.0096 0.0000 0.0000 3.0000 0.0000 6.0711 0.0043  1000
1 10 107.9977 0.0122 25.7330 0.0052 0.0000 0.0000 3.0000 0.0000 6.1682 0.0034  1000
1 11 108.0001 0.0034 10.5753 0.0046 0.0000 0.0000 3.0000 0.0000 6.0583 0.0013  1000
2 0 64.1493 0.0073 25.5512 0.0073 0.0000 0.0000 3.0000 0.0000 6.1776 0.0036  1000
2 1 64.1246 0.0031 10.6087 0.0037 0.0000 0.0000 3.0000 0.0000 6.1070 0.0018  1000
2 2 46.2102 0.0076 25.7528 0.0076 0.0000 0.0000 3.0000 0.0000 6.1924 0.0055  1000
2 3 46.1292 0.0083 10.6238 0.0090 0.0000 0.0000 3.0000 0.0000 6.0981 0.0050  1000
2 4 28.3763 0.0125 25.7467 0.0110 0.0000 0.0000 3.0000 0.0000 6.1857 0.0071  1000
2 5 28.2394 0.0052 10.5008 0.0047 0.0000 0.0000 3.0000 0.0000 6.1038 0.0034  1000
2 6 10.3774 0.0050 25.5749 0.0059 0.0000 0.0000 3.0000 0.0000 6.1670 0.0028  1000
2 7 10.4938 0.0098 10.7404 0.0096 0.0000 0.0000 3.0000 0.0000 6.0897 0.0082  1000
2 8 352.3536 0.0087 25.7678 0.0148 0.0000 0.0000 3.0000 0.0000 6.1861 0.0046  1000
2 9 352.3836 0.0101 10.5737 0.0062 0.0000 0.0000 3.0000 0.0000 6.1182 0.0053  1000
2 10 334.3905 0.0125 25.8756 0.0191 0.0000 0.0000 3.0000 0.0000 6.1914 0.0126  1000
2 11 334.3772 0.0087 10.5121 0.0120 0.0000 0.0000 3.0000 0.0000 6.1348 0.0061  1000
