 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,70.000,70,70,324.508,132.702,324.565,132.645,12,0,4,corner
2,0.000,24.000,24,24,1039.082,128.739,1039.252,128.909,12,0,4,corner
3,0.000,67.000,67,67,1040.554,766.998,1040.611,767.168,12,0,4,corner
4,0.000,103.000,103,103,328.811,769.263,328.980,769.206,12,0,4,corner
5,1929.662,71.267,5,150,711.970,503.406,711.815,503.594,0,0,0,star
6,1614.898,68.384,0,128,876.376,411.183,876.171,411.013,0,0,0,star
7,1500.438,73.527,0,128,757.148,356.664,757.242,356.477,0,0,0,star
8,2651.612,62.195,0,146,994.075,589.515,993.505,588.547,0,0,0,star
9,2349.194,57.470,0,152,1009.530,659.659,1008.900,658.937,0,0,0,star
