3 1 357.9883 0.0280 10.3009 0.0245 0.4328 0.8259 2.2850 0.0000 4.7600 0.0000
3 2 342.2007 0.0242 10.1139 0.0154 0.5143 0.7690 2.2850 0.0000 4.7600 0.0000
3 3 326.1854 0.0156 10.0066 0.0142 0.6055 0.7493 2.2850 0.0000 4.7600 0.0000
3 4 310.0106 0.0463 10.0017 0.0129 0.7439 0.5577 2.2850 0.0000 4.7600 0.0000
3 7 262.3062 0.0381 10.1472 0.0181 0.3571 1.5102 2.2850 0.0000 4.7600 0.0000
3 8 246.2309 0.0156 10.2034 0.0128 0.3758 0.8729 2.2850 0.0000 4.7600 0.0000
3 1 358.0077 0.0259 10.2662 0.0199 0.5323 0.7961 2.2850 0.0000 4.7339 0.0111
3 2 342.2199 0.0151 10.1105 0.0133 0.4586 0.8154 2.2850 0.0000 4.7668 0.0077
3 3 326.2005 0.0145 9.9768 0.0110 0.6127 0.1926 2.2850 0.0000 4.7426 0.0052
3 4 310.0136 0.0436 9.9708 0.0128 0.8088 0.6907 2.2850 0.0000 4.7440 0.0059
3 7 262.3000 0.0326 10.1371 0.0150 0.3594 0.9524 2.2850 0.0000 4.7390 0.0039
3 8 246.2294 0.0139 10.2013 0.0101 0.4858 0.9300 2.2850 0.0000 4.7422 0.0042
3 1 357.9740 0.0242 10.2961 0.0221 0.0000 0.0000 2.2850 0.0000 4.7600 0.0000
3 2 342.1995 0.0237 10.1111 0.0156 0.0000 0.0000 2.2850 0.0000 4.7600 0.0000
3 3 326.1730 0.0126 10.0048 0.0153 0.0000 0.0000 2.2850 0.0000 4.7600 0.0000
3 4 309.9676 0.0128 10.0061 0.0128 0.0000 0.0000 2.2850 0.0000 4.7600 0.0000
3 7 262.2980 0.0230 10.1508 0.0113 0.0000 0.0000 2.2850 0.0000 4.7600 0.0000
3 8 246.2339 0.0116 10.2027 0.0122 0.0000 0.0000 2.2850 0.0000 4.7600 0.0000
3 1 357.9788 0.0212 10.2801 0.0234 0.0000 0.0000 2.2850 0.0000 4.7346 0.0122
3 2 342.1989 0.0237 10.1111 0.0151 0.0000 0.0000 2.2850 0.0000 4.7634 0.0092
3 3 326.1740 0.0110 9.9980 0.0179 0.0000 0.0000 2.2850 0.0000 4.7442 0.0073
3 4 309.9645 0.0110 9.9780 0.0150 0.0000 0.0000 2.2850 0.0000 4.7366 0.0074
3 7 262.2913 0.0208 10.1364 0.0105 0.0000 0.0000 2.2850 0.0000 4.7386 0.0087
3 8 246.2347 0.0108 10.2070 0.0105 0.0000 0.0000 2.2850 0.0000 4.7428 0.0077
