1430 4 3 2 41023.283958333 30 195556 20 42.257 3.3609 -13.0524 3.6939 -12.687 0.4944
1050 1 3 10 40990.204467593 30 110379 28.889 119.358 -6.7231 6.3837 -7.0666 6.7293 0.4872
858 4 1 12 40950.196226852 30 36673 31.193 196.824 -5.6871 11.6199 -5.7749 11.1476 0.4804
1082 5 3 8 40990.238831019 30 126129 26.282 101.157 -6.5008 0.9684 -6.5067 0.4904 0.4781
2613 6 2 2 41061.414675926 30 131156 32.109 269.122 1.279 13.5077 1.3283 13.0366 0.4737
2324 4 2 8 41060.400300926 30 102224 20.172 315.898 15.3018 -12.3993 15.2083 -11.9362 0.4724
2629 6 2 2 41061.427824074 30 131156 28.44 272.106 -4.4871 5.4947 -4.027 5.5985 0.4717
300 4 2 5 40745.365196759 30 124897 2.477 293.04 -12.3961 -17.2813 -12.3508 -16.8127 0.4709
822 5 1 2 40950.164722222 30 83425 27.559 108.061 2.125 5.9549 2.5912 6.0058 0.469
1898 6 2 7 41059.242719907 30 62509 6.297 301.424 8.9213 -9.198 9.158 -9.6026 0.4688
1861 6 2 3 41059.193842593 30 73262 14.918 265.096 9.675 9.1529 10.1287 9.0374 0.4682
1079 5 3 8 40990.236076389 30 126129 25.527 100.457 -5.1693 -0.7212 -5.5046 -1.0459 0.4667
1285 1 3 5 41009.211944445 30 156283 17.953 56.715 10.6552 15.7565 10.3502 15.4032 0.4666
2127 4 2 4 41060.166475695 15 58207 21.211 289.187 -3.87 -10.0547 -3.404 -10.0494 0.466
1774 4 3 10 41044.371400463 30 191692 30.154 119.699 -7.2895 9.1779 -7.5415 9.5692 0.4654
2266 4 2 8 41060.349444445 30 103287 34.204 314.579 16.0192 18.9733 15.8623 18.5362 0.4644
1084 5 3 8 40990.240462963 30 126129 26.728 101.575 -7.2884 1.972 -7.4791 1.5502 0.4629
2621 6 2 2 41061.421412037 30 121370 18.907 278.62 -18.7101 -14.9642 -18.3465 -14.6795 0.4618
1483 6 3 3 41023.349965278 30 212593 17.904 39.721 8.7108 15.2912 8.9084 15.7058 0.4593
1768 4 3 10 41044.366585648 30 191692 28.979 118.229 -4.5564 6.5227 -4.8021 6.9099 0.4586
1861 6 2 3 41059.193842593 30 66664 13.249 276.23 -13.443 5.6349 -13.2563 5.2206 0.4544
1908 6 2 7 41059.251331019 30 62509 4.304 303.277 5.0638 -13.4821 5.4752 -13.2952 0.4519
1285 1 3 5 41009.211944445 30 157779 16.773 55.354 13.5263 13.2729 13.2853 12.8945 0.4486
1773 4 3 10 41044.370613426 30 191692 29.963 119.456 -6.8417 8.7431 -7.1025 9.1062 0.4471
1484 6 3 3 41023.350752315 30 209945 17.64 45.557 -3.2045 14.6293 -2.9011 14.9571 0.4467
1305 4 3 7 41009.232685185 30 153210 9.942 85.94 -13.1943 -1.912 -13.5207 -2.2163 0.4463
2626 6 2 2 41061.425416667 30 129989 32.238 280.267 -19.6395 14.8886 -19.236 14.701 0.4451
1378 1 3 2 41023.215092593 30 163588 31.415 39.803 7.727 12.1851 7.629 11.7541 0.442
1370 1 3 2 41023.207557870 30 160762 26.815 51.095 -14.1468 2.3665 -14.587 2.3732 0.4402
780 5 1 6 40950.113217593 30 46328 21.451 150.806 -12.5115 -3.8779 -12.0957 -4.016 0.4381
1074 5 3 8 40990.231597222 30 129247 24.157 91.827 12.0042 -3.6012 12.1941 -3.9946 0.4369
2624 6 2 2 41061.423831019 30 129989 32.673 279.954 -18.9609 15.8021 -18.6932 15.4595 0.4347
1860 6 2 3 41059.191400463 30 69267 13.705 270.72 -1.9555 6.4491 -2.0619 6.0324 0.4301
181 2 1 14 40737.237013889 30 144217 27.522 203.027 9.8699 5.3877 9.8582 4.9591 0.4288
780 5 1 6 40950.113217593 30 51199 21.895 143.916 -1.5012 -3.3748 -1.9275 -3.4204 0.4287
859 4 1 12 40950.197013889 30 36673 31.129 197.131 -6.1388 11.5297 -6.2109 11.1101 0.4258
2237 4 2 8 41060.320960648 30 82328 20.195 321.137 4.3674 -12.6533 4.3235 -12.23 0.4256
2592 6 2 2 41061.397546296 30 129174 33.257 264.204 10.3894 16.2737 10.2612 15.871 0.4227
1770 4 3 10 41044.368194445 30 191692 29.373 118.716 -5.4681 7.4086 -5.6642 7.7818 0.4216
2645 3 2 2 41061.440636574 30 136138 30.924 272.192 -4.5187 10.9675 -4.1373 10.792 0.4199
1723 4 3 5 41044.311192130 30 210354 13.694 57.988 8.143 6.49 8.5203 6.3066 0.4195
1996 1 2 1 41059.367696759 30 -6 14.559 248.635 6.04 8.34 6.0767 8.7563 0.4179
1888 6 2 7 41059.233229167 30 62509 8.557 299.427 13.0382 -4.3296 13.3918 -4.5503 0.4168
2246 4 2 8 41060.332916667 30 82328 18.145 322.958 0.5967 -17.2498 0.6638 -16.8404 0.4149
1083 5 3 8 40990.239652778 30 126129 26.507 101.367 -6.8975 1.4735 -7.0843 1.1062 0.412
1772 4 3 10 41044.369803241 30 191692 29.766 119.207 -6.3813 8.2958 -6.5516 8.6708 0.4119
1072 5 3 8 40990.229988426 30 126129 23.853 98.934 -2.2137 -4.44 -2.3103 -4.8401 0.4116
2234 4 2 8 41060.317847222 30 90839 30.212 319.648 6.8713 9.5127 6.8969 9.9223 0.4104
822 4 1 2 40950.164722222 30 83808 30.51 103.047 9.5206 11.1517 9.4752 10.745 0.4093
1796 1 3 8 41044.393090278 30 202275 31.985 104.164 -11.7446 13.7749 -11.8517 13.3809 0.4083
783 4 1 6 40950.116817130 30 44743 27.788 151.795 -13.476 7.11 -13.1545 6.8606 0.4069
1777 4 3 10 41044.373877315 30 191692 30.753 120.469 -8.7016 10.549 -8.917 10.8929 0.4057
1079 5 3 8 40990.236076389 30 129312 21.863 97.559 0.5211 -8.8231 0.7485 -9.1565 0.4035
1846 6 2 3 41059.167129630 20 61421 10.819 267.913 3.9045 0.312 4.2778 0.4642 0.4032
2178 6 2 0 41060.225196759 30 -4 34.095 248.959 5.26 18.88 5.21 18.48 0.4031
2645 3 2 2 41061.440636574 30 129972 22.441 273.965 -8.5832 -7.564 -8.3534 -7.2341 0.402
1284 1 3 5 41009.211145833 30 156283 17.767 56.572 10.9578 15.3596 10.8065 14.9884 0.4009
1217 4 3 4 41009.142337963 30 129989 20.909 71.568 -20.2508 -10.4115 -19.8851 -10.249 0.4002
1464 4 3 0 41023.313946759 30 195725 32.454 32.383 -12.0615 15.1267 -11.6656 15.0809 0.3985
1859 6 2 3 41059.190543982 30 74280 15.431 261.556 17.036 10.4832 17.4299 10.54 0.3979
1695 1 3 1 41044.274502315 30 212496 16.798 34.796 -18.2797 13.2724 -18.1254 12.9056 0.3979
1286 1 3 5 41009.212754630 30 156283 18.142 56.86 10.3493 16.1603 10.1664 15.8083 0.3966
2590 6 2 2 41061.395937500 30 125560 29.594 267.214 4.9181 7.9822 5.2174 7.7231 0.3959
1858 6 2 3 41059.189710648 30 74874 18.264 263.194 13.4733 16.5028 13.3085 16.1428 0.3959
2644 3 2 2 41061.439826389 30 129175 21.475 273.999 -8.7361 -9.6934 -8.6647 -9.3041 0.3957
2641 6 2 2 41061.437418982 30 141003 34.178 261.891 14.5895 18.5946 14.5523 18.2018 0.3946
795 4 1 5 40950.130787037 30 58286 11.035 149.386 -9.5438 1.1126 -9.197 1.2997 0.394
1448 4 3 0 41023.300243056 30 216228 21.191 17.89 16.55 -9.4025 16.4303 -9.0279 0.3933
1483 6 3 3 41023.349965278 30 213310 16.123 40.549 7.0605 11.4161 7.4511 11.407 0.3907
1775 4 3 10 41044.372199074 30 191692 30.348 119.946 -7.7443 9.6196 -7.9487 9.9486 0.3874
2347 4 2 11 41060.427939815 30 77800 18.137 349.204 -14.6632 16.0843 -14.3847 16.3486 0.3839
2640 6 2 2 41061.436620370 30 134943 29.912 270.751 -1.8292 8.6779 -1.7271 9.0474 0.3834
2354 4 2 11 41060.433692130 30 95689 19.893 336.059 11.9025 19.5253 11.8659 19.1442 0.3828
1433 4 3 2 41023.286319445 30 195556 20.445 42.618 2.6054 -12.0729 2.943 -11.8953 0.3815
2608 6 2 2 41061.410462963 30 126661 28.537 272.197 -4.6575 5.7117 -5.0379 5.706 0.3804
1893 6 2 7 41059.238391204 30 60179 8.126 304.978 1.4114 -5.3906 1.7544 -5.5515 0.3789
2234 4 2 8 41060.317847222 30 95418 34.343 318.007 9.6472 18.8526 9.5935 18.4783 0.3782
796 5 1 5 40950.132337963 30 56139 16.93 149.015 -8.7606 11.1627 -8.6254 10.8094 0.3782
789 5 1 6 40950.124016204 30 50707 23.73 147.948 -7.805 -0.1421 -7.4595 -0.2955 0.3781
1485 6 3 3 41023.351562500 30 212120 16.745 42.725 2.5838 12.6992 2.958 12.7513 0.3778
2001 1 2 1 41059.371759259 30 -6 13.502 249.664 3.96 6.09 4.1352 6.4246 0.3777
1304 4 3 7 41009.231840278 30 153210 9.709 85.75 -12.8035 -2.4188 -13.1383 -2.5908 0.3764
783 5 1 6 40950.116817130 30 44743 27.788 151.795 -13.476 7.11 -13.1962 6.8583 0.3764
1264 1 3 6 41009.186053241 30 135722 30.191 69.871 18.9907 10.4672 18.6742 10.2655 0.3754
1425 1 3 2 41023.279780093 30 189037 25.67 41.942 3.8576 -0.56 3.9785 -0.9153 0.3753
1373 1 3 2 41023.210590278 30 160762 27.475 51.517 -14.8942 3.874 -15.227 3.7009 0.3752
782 4 1 6 40950.115729167 30 44743 27.644 151.406 -12.8915 6.8216 -12.5922 6.5971 0.3742
1797 1 3 8 41044.393877315 30 202275 32.198 104.378 -12.1202 14.2733 -12.423 14.0572 0.372
1455 4 3 0 41023.306215278 30 203467 27.558 26.718 -1.5373 4.0429 -1.1986 3.8894 0.3719
2642 6 2 2 41061.438206019 30 138918 28.763 259.615 19.6992 6.8521 19.3661 6.6873 0.3716
180 2 1 14 40737.235567130 30 144217 27.678 202.501 10.6531 5.6933 10.6661 5.3221 0.3714
1078 5 3 8 40990.235057870 30 126129 25.247 100.2 -4.6762 -1.3447 -4.931 -1.6125 0.3697
1485 6 3 3 41023.351562500 30 213310 16.413 40.816 6.505 12.0302 6.8693 11.9701 0.3692
1376 1 3 2 41023.213148148 30 160762 28.036 51.869 -15.5095 5.1558 -15.7048 4.8435 0.3683
1491 1 3 3 41023.356354167 30 219080 13.294 35.269 18.189 5.636 18.0385 5.3004 0.3678
797 4 1 5 40950.133263889 30 56139 17.062 149.294 -9.2157 11.4029 -9.1689 11.0382 0.3677
1776 4 3 10 41044.373032407 30 191692 30.549 120.205 -8.2193 10.0809 -8.3813 10.4109 0.3676
1435 4 3 2 41023.288113426 30 195556 20.784 42.89 2.0396 -11.3241 2.4 -11.2556 0.3668
1861 6 2 3 41059.193842593 30 74874 17.12 264.179 11.4902 13.9482 11.8361 14.0653 0.3652
1070 5 3 8 40990.227256945 30 126129 23.099 98.26 -0.8801 -6.1037 -1.057 -6.4222 0.3642
1210 1 3 4 41009.134328704 30 127665 23.034 68.83 -14.2957 -6.0109 -14.5454 -6.2758 0.3641
1472 4 3 0 41023.320775463 30 213306 18.997 27.928 -4.095 -14.7173 -4.3213 -14.4332 0.3632
1449 4 3 0 41023.301053241 30 204770 27.388 23.881 3.9684 3.7211 4.3278 3.7711 0.3629
1887 6 2 7 41059.232418982 30 62509 8.753 299.258 13.3836 -3.907 13.5414 -4.2311 0.3604
2645 3 2 2 41061.440636574 30 137471 29.365 266.171 6.9234 7.5196 7.2664 7.6285 0.3599
2600 6 2 2 41061.403969907 30 129174 31.47 265.772 7.5761 12.1882 7.5971 11.829 0.3598
871 1 1 14 40950.205891204 30 36673 30.328 200.555 13.3331 10.4085 13.0518 10.1859 0.3587
787 5 1 6 40950.122303241 30 51199 23.335 146.863 -6.1182 -0.8626 -6.4706 -0.8024 0.3575
1483 6 3 3 41023.349965278 30 213558 17.606 38.332 11.5759 14.7219 11.5648 15.0789 0.3572
1770 4 3 10 41044.368194445 30 196321 23.745 114.911 1.8468 -4.9475 1.8279 -4.5913 0.3567
1209 1 3 4 41009.133379630 30 127665 22.788 68.654 -13.9643 -6.5709 -14.1544 -6.2701 0.3558
2352 4 2 11 41060.432094907 30 78154 18.238 349.688 -15.6463 16.3519 -15.6494 15.9962 0.3557
1516 1 3 3 41023.421793982 30 571 15.404 42.145 3.7893 9.8323 4.0318 9.5726 0.3553
1969 4 2 6 41059.326736111 30 98353 27.751 298.098 15.3422 4.4309 15.2073 4.7593 0.355
723 2 1 7 40935.507592593 30 123139 12.938 166.979 -12.4497 4.2286 -12.4172 3.8767 0.3535
1877 6 2 7 41059.223078704 30 62509 11.034 297.337 17.3039 1.0487 17.6123 0.8839 0.3498
1998 1 2 1 41059.369317130 30 -6 14.138 249.047 5.21 7.44 5.3511 7.759 0.3488
2590 6 2 2 41061.395937500 30 124897 30.471 270.564 -1.4571 9.9044 -1.3672 10.2413 0.3486
2618 6 2 2 41061.419016204 30 129175 27.276 269.313 0.8932 2.8657 1.2091 2.7186 0.3485
2626 6 2 2 41061.425416667 30 131156 29.112 271.567 -3.4182 6.9458 -3.0711 6.9763 0.3484
1243 1 3 6 41009.168761574 30 128167 31.32 75.437 8.283 12.3502 7.9815 12.1775 0.3474
1243 1 3 6 41009.168761574 30 139006 18.605 70.308 19.8432 -15.1966 19.549 -15.0122 0.3472
2240 4 2 8 41060.326527778 30 81937 26.132 331.792 -16.958 0.9906 -16.6416 0.8487 0.3468
1262 1 3 6 41009.184421296 30 137909 25.332 72.1 15.2652 -0.5137 15.5697 -0.6792 0.3466
2620 6 2 2 41061.420613426 30 129989 33.559 279.316 -17.5962 17.6661 -17.3983 17.3819 0.3463
1885 6 2 7 41059.230706019 30 62509 9.167 298.903 14.111 -3.0097 14.2523 -3.3257 0.3461
1282 1 3 5 41009.209537037 30 157779 16.223 54.917 14.4639 12.1073 14.563 11.7769 0.3449
1899 6 2 7 41059.243518519 30 62509 6.109 301.595 8.5687 -9.6008 8.6783 -9.9265 0.3436
1793 1 3 8 41044.390682870 30 202275 31.333 103.514 -10.5962 12.2566 -10.8852 12.4406 0.3426
1207 1 3 4 41009.130856482 30 133208 22.529 55.5 12.6994 -7.1606 13.034 -7.2345 0.3426
1768 4 3 10 41044.366585648 30 196321 23.337 114.461 2.7529 -5.8325 2.7083 -5.494 0.3414
1264 1 3 6 41009.186053241 30 140436 21.468 72.976 13.9058 -9.0807 14.1879 -9.2711 0.3404
1214 1 3 4 41009.138078704 30 127665 24.012 69.526 -15.5888 -3.787 -15.6934 -4.1101 0.3396
2590 6 2 2 41061.395937500 30 129247 32.153 261.184 16.1737 14.1567 15.9383 13.9124 0.3392
2604 6 2 2 41061.407233796 30 129175 30.562 266.553 6.1415 10.1406 6.4648 10.0414 0.3381
1214 1 3 4 41009.138078704 30 133208 24.201 56.666 10.1762 -3.5831 10.0559 -3.8961 0.3354
781 5 1 6 40950.114328704 10 44743 27.455 150.908 -12.1417 6.4495 -11.9934 6.1491 0.335
1250 1 3 6 41009.174444445 30 127665 33.705 76.211 6.7177 17.5884 6.4076 17.4619 0.3349
1211 1 3 4 41009.135115741 30 125162 33.498 54.989 12.4524 17.0645 12.2716 16.7841 0.3337
1678 4 3 1 41044.258240741 30 217476 14.575 24.826 2.3883 8.1714 2.6763 8.3395 0.3334
186 2 1 14 40737.242974537 30 144217 26.843 205.169 6.6677 4.1095 6.9051 3.8763 0.3328
783 4 1 6 40950.116817130 30 46933 22.05 151.057 -12.8612 -2.8281 -12.553 -2.7037 0.3323
271 4 2 5 40745.339733796 30 129989 19.104 289.782 -5.2034 17.8058 -5.4414 17.5775 0.3297
2614 6 2 2 41061.415486111 30 129247 26.733 266 7.3825 1.7422 7.7099 1.7042 0.3296
2267 4 2 8 41060.350567130 30 103287 33.981 314.687 15.8513 18.453 15.7385 18.1436 0.3293
272 4 2 5 40745.340590278 30 121370 4.516 290.197 -6.309 -12.9521 -6.1829 -12.6481 0.3291
1566 1 3 1 41023.467430556 30 10516 15.217 35.423 -19.692 9.8805 -19.6494 9.5549 0.3284
1212 1 3 4 41009.136469907 30 125162 33.808 55.155 12.1095 17.7363 11.931 17.4606 0.3284
1484 6 3 3 41023.350752315 30 213558 17.742 38.457 11.3128 15.0092 11.5025 15.2753 0.3268
787 5 1 6 40950.122303241 30 47442 26.844 150.137 -11.0071 5.3314 -11.0711 5.0112 0.3265
2637 6 2 2 41061.434236111 30 129247 21.506 270.364 -1.2895 -9.7854 -0.9976 -9.9271 0.3245
1432 1 3 2 41023.285532407 30 186882 24.444 50.601 -13.4504 -2.912 -13.7743 -2.9267 0.3242
2504 3 2 0 41061.233611111 30 91316 26.724 259.671 -15.4494 3.0933 -15.2811 3.3703 0.324
2350 4 2 11 41060.430474537 30 78154 18.32 349.464 -15.1823 16.5046 -15.1592 16.1826 0.3229
2320 4 2 8 41060.396840278 30 102224 20.847 315.364 16.333 -10.8414 16.1209 -10.5999 0.3214
1962 4 2 6 41059.320787037 30 91312 22.763 304.365 3.1231 -6.8594 2.8162 -6.7667 0.3205
2609 6 2 2 41061.411250000 30 129247 27.911 264.984 9.3012 4.3868 9.614 4.3211 0.3196
2640 6 2 2 41061.436620370 30 131156 25.989 274.05 -8.4531 0.2391 -8.5666 0.5361 0.3179
1778 4 3 10 41044.375104167 30 191692 31.047 120.854 -9.4029 11.2298 -9.5076 11.53 0.3179
1723 4 3 5 41044.311192130 30 215182 6.368 55.543 13.5877 -9.1773 13.7565 -8.9085 0.3174
1787 4 3 8 41044.385462963 30 203562 26.264 103.366 -10.8491 1.1013 -11.1546 1.1853 0.3169
182 2 1 14 40737.238217593 30 144217 27.389 203.462 9.2201 5.1321 9.2801 4.8219 0.316
802 4 1 4 40950.140648148 30 74918 17.469 125.119 1.834 -11.0992 1.7536 -10.7958 0.3138
1431 4 3 2 41023.284745370 30 189037 26.601 42.574 2.5913 1.4714 2.8868 1.3694 0.3126
2325 4 2 8 41060.401099537 30 102224 20.017 316.022 15.0601 -12.7564 15.0465 -12.4454 0.3113
2316 4 2 8 41060.393391204 30 112185 34.573 317.352 10.8347 19.4359 10.8333 19.1252 0.3107
2617 6 2 2 41061.417881945 30 121370 19.881 277.863 -16.9519 -12.8744 -16.6418 -12.8908 0.3105
2260 4 2 8 41060.344583333 30 91480 26.651 323.351 -0.2023 1.5609 0.0035 1.7934 0.3105
2245 4 2 8 41060.332129630 30 82328 18.277 322.835 0.8541 -16.9532 0.7496 -16.6615 0.3098
1730 4 3 5 41044.316793982 30 211388 16.706 54.415 15.4905 13.1957 15.7955 13.1445 0.3093
1432 1 3 2 41023.285532407 30 192696 26.686 37.226 13.1137 1.9618 13.3161 1.7296 0.3079
1431 4 3 2 41023.284745370 30 195556 20.148 42.378 3.1077 -12.7267 3.2616 -12.4603 0.3076
1898 6 2 7 41059.242719907 30 60179 7.151 305.875 -0.456 -7.4608 -0.347 -7.748 0.3072
1838 6 2 3 41059.160295139 15 61421 12.716 266.33 7.1726 4.3923 7.0962 4.6877 0.3052
780 5 1 6 40950.113217593 30 50778 29.078 139.771 4.7301 8.9912 4.8006 8.6942 0.3052
1440 4 3 2 41023.292141204 30 195774 21.544 43.13 1.5384 -9.6478 1.279 -9.4872 0.305
1244 1 3 6 41009.169571759 30 139006 18.818 70.467 19.4727 -14.7367 19.1889 -14.6252 0.305
1897 6 2 7 41059.241909722 30 60179 7.333 305.706 -0.104 -7.0755 -0.0622 -7.3771 0.3045
1254 1 3 6 41009.177696759 30 124897 31.733 90.473 -19.9341 14.2668 -19.6397 14.1896 0.3043
2269 4 2 8 41060.352384259 30 103287 33.621 314.863 15.5739 17.6145 15.4741 17.328 0.3034
1891 6 2 7 41059.236770833 30 62509 7.707 300.167 11.5174 -6.164 11.8179 -6.1281 0.3027
1439 4 3 2 41023.291342593 30 185395 29.439 47.232 -6.3768 7.8044 -6.1855 8.0385 0.3024
2135 4 2 4 41060.173101852 30 58207 19.472 290.47 -6.5308 -13.7023 -6.7734 -13.5228 0.3018
1701 1 3 1 41044.279513889 30 224572 11.418 22.177 7.9982 1.4857 7.7771 1.6898 0.3009
2503 3 2 0 41061.232812500 30 91316 26.943 259.468 -15.0179 3.5496 -15.1704 3.2903 0.3007
2623 6 2 2 41061.423020833 30 129989 32.896 279.794 -18.6157 16.2701 -18.4998 15.9936 0.2998
2326 4 2 8 41060.401898148 30 102224 19.863 316.146 14.8171 -13.1127 14.9645 -12.8521 0.2994
2136 4 2 4 41060.174444445 30 74739 34.66 280.902 11.3865 18.7257 11.2334 18.4691 0.2988
1493 1 3 3 41023.357951389 30 211388 13.113 51.438 -15.5201 5.1518 -15.8187 5.1415 0.2988
2000 1 2 1 41059.370937500 30 -6 13.717 249.457 4.38 6.54 4.52 6.8034 0.2983
789 5 1 6 40950.124016204 30 60855 23.569 135.233 12.1317 -0.1315 11.8342 -0.1311 0.2975
781 4 1 6 40950.114328704 10 44743 27.455 150.908 -12.1417 6.4495 -11.9382 6.2342 0.2963
2633 6 2 2 41061.431018519 30 131156 27.55 272.816 -5.9158 3.5783 -6.0294 3.8519 0.2962
1423 1 3 2 41023.278171296 30 188056 26.302 41.659 4.3957 0.8356 4.5946 0.6165 0.2959
1810 1 3 8 41044.405451389 30 206859 34.215 95.091 5.121 18.3531 5.1892 18.066 0.2951
1565 1 3 1 41023.466620370 30 21291 13.528 17.357 18.0597 6.3048 17.8183 6.1349 0.2951
2638 6 2 2 41061.435023148 30 124897 19.616 279.097 -19.6014 -13.3168 -19.307 -13.3008 0.2949
1471 4 3 0 41023.319907407 30 211336 19.235 30.241 -8.9015 -14.1207 -9.0032 -13.8446 0.2943
2542 7 2 0 41061.267662037 30 -4 22.092 260.661 -18.14 -6.99 -17.9703 -6.7507 0.2933
1435 4 3 2 41023.288113426 30 192696 27.123 37.525 12.4762 2.8958 12.688 2.6933 0.293
1051 5 3 10 40990.205428241 30 110379 29.122 119.651 -7.2687 6.9127 -7.5517 6.9878 0.2928
2003 1 2 1 41059.373437500 30 -6 13.064 250.086 3.11 5.16 3.1726 5.4452 0.292
2590 6 2 2 41061.395937500 30 120136 23.992 273.384 -7.2854 -4.1928 -7.3245 -4.4812 0.291
788 5 1 6 40950.123194445 30 47442 26.967 150.451 -11.4802 5.569 -11.4634 5.2787 0.2908
