 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,14.000,14,14,333.306,135.600,333.479,135.772,8,0,8,corner
2,0.000,20.000,20,20,1052.595,137.555,1052.537,137.498,8,0,8,corner
3,0.000,86.000,86,86,1051.675,780.705,1051.847,780.648,8,0,8,corner
4,0.000,35.000,35,35,332.099,776.335,332.099,776.507,8,0,8,corner
5,1545.282,48.933,24,77,817.567,472.702,817.474,472.489,8,0,8,star
6,2061.487,39.154,15,80,931.257,676.101,930.834,675.243,8,0,8,star
