 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,19.000,19,19,333.996,135.945,334.169,136.117,11,0,4,corner
2,0.000,19.000,19,19,1052.365,137.670,1052.537,137.843,11,0,4,corner
3,0.000,84.000,84,84,1051.675,780.820,1051.847,780.993,11,0,4,corner
4,0.000,28.000,28,28,331.581,776.680,331.754,776.852,11,0,4,corner
5,1520.043,46.357,25,72,784.788,491.679,784.730,491.201,0,0,0,star
6,2176.728,37.078,10,75,903.136,690.765,902.740,689.872,0,0,0,star
