 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,17.000,17,17,333.651,136.290,333.824,136.462,18,0,4,corner
2,0.000,9.000,9,9,1052.710,137.325,1052.882,137.498,18,0,4,corner
3,0.000,44.000,44,44,1052.020,780.475,1052.192,780.648,18,0,4,corner
4,0.000,13.000,13,13,331.926,776.335,332.099,776.507,18,0,4,corner
5,1543.853,39.781,10,71,710.778,532.566,710.843,532.078,0,0,0,star
6,2037.200,32.794,8,78,840.167,726.649,839.649,725.657,0,0,0,star
7,2034.819,37.229,12,68,952.304,290.349,952.057,290.219,0,0,0,star
