 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,9.000,9,9,334.226,136.405,334.169,136.462,42,0,3,corner
2,0.000,9.000,9,9,1053.055,138.245,1053.227,138.188,42,0,3,corner
3,0.000,22.000,22,22,1052.365,780.935,1052.537,780.993,42,0,3,corner
4,0.000,8.000,8,8,331.926,776.105,332.099,776.162,42,0,3,corner
5,2498.404,26.101,0,128,462.005,717.161,463.835,714.580,0,0,0,star
6,1425.278,36.395,1,100,650.914,430.262,651.422,429.953,0,0,0,star
7,1404.325,22.303,0,104,838.959,494.439,838.498,493.488,0,0,0,star
8,2044.582,26.848,0,116,1031.835,363.325,1030.810,362.051,0,0,0,star
