 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,16.000,16,16,333.306,136.980,333.479,137.152,3,0,4,corner
2,0.000,14.000,14,14,1052.710,137.900,1052.882,137.843,3,0,4,corner
3,0.000,91.000,91,91,1051.675,780.130,1051.847,780.303,3,0,4,corner
4,0.000,55.000,55,55,332.444,776.335,332.444,776.507,3,0,4,corner
5,1508.614,51.381,26,79,872.255,446.824,872.099,446.556,0,0,0,star
6,2060.296,40.783,15,79,976.629,654.191,976.258,653.428,0,0,0,star
7,2039.343,36.769,16,139,585.356,759.428,585.466,760.282,0,0,0,star
