 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,19.000,19,19,333.996,137.325,334.169,137.498,30,0,3,corner
2,0.000,8.000,8,8,1052.135,138.705,1052.192,138.878,30,0,3,corner
3,0.000,16.000,16,16,1051.445,780.015,1051.502,779.958,30,0,3,corner
4,0.000,23.000,23,23,333.076,777.025,333.134,777.197,30,0,3,corner
5,2038.034,39.160,5,98,588.807,612.959,589.495,611.858,0,0,0,star
6,1545.282,41.127,9,87,810.493,348.661,810.242,348.362,0,0,0,star
7,1913.506,30.232,5,83,990.776,426.984,990.341,426.854,0,0,0,star
