 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,7.000,7,7,320.702,145.753,320.759,145.924,23,0,4,corner
2,0.000,19.000,19,19,1039.088,135.146,1039.259,135.318,23,0,4,corner
3,0.000,39.000,39,39,1050.379,777.349,1050.550,777.520,23,0,4,corner
4,0.000,2.000,2,2,328.799,785.218,328.970,785.389,23,0,4,corner
5,1412.233,21.363,0,69,432.469,580.274,432.770,579.966,0,0,0,star
6,1907.170,29.697,0,79,550.166,525.532,550.082,524.482,0,0,0,star
7,1549.898,26.880,0,75,843.040,439.996,842.885,439.419,0,0,0,star
8,1224.466,33.420,0,184,1034.982,598.066,1035.413,597.682,0,0,0,star
