 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,131,131,131,320.588,145.639,320.759,145.582,2,0,4,corner
2,0.000,206,206,206,1039.088,136.173,1039.259,136.344,2,0,4,corner
3,0.000,208,208,208,1049.580,777.577,1049.523,777.520,2,0,4,corner
4,0.000,89,89,89,329.826,786.187,329.997,786.073,2,0,4,corner
