 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice,Counter,Count
1,0.000,1.000,1,1,325.036,144.612,325.207,144.555,45,0,4,corner
2,0.000,21.000,21,21,1041.825,136.173,1041.996,136.344,45,0,4,corner
3,0.000,51.000,51,51,1052.089,779.059,1052.261,779.230,45,0,4,corner
4,0.000,3.000,3,3,332.563,783.849,332.734,784.020,45,0,4,corner
5,1998.479,14.086,0,67,601.487,683.088,601.692,682.172,0,0,0,star
